,tag,path,individual,macs,params,meco,cscore,zen score,az-prog,az-expr,az-train,mlps,mambas,maxvits,convs
0,ind_1055,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000160/ind_1055.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 98, '5': {'block': 'C2f', 'ch': 98, 'repeats': 3, 'hd': 3}, '6': {'block': 'Conv_LSTM', 'ch': 98}, '7': 108, '8': {'block': 'C2f', 'repeats': 3, 'ch': 108, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 108}, '10': 144, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 1, 'ch': 144}, '12': {'block': 'Conv_LSTM', 'ch': 144}, '13': {'ch': 144}}",1143093760.0,1706064.0,15.044637,1.802174439099423,,,,,[          0],[          0],[          1],[          3]
1,ind_1041,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000160/ind_1041.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 84, '5': {'block': 'C2f', 'ch': 84, 'repeats': 3, 'hd': 1}, '6': {'block': 'Conv_LSTM', 'ch': 84}, '7': 108, '8': {'block': 'C2f', 'repeats': 3, 'ch': 108, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 108}, '10': 144, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 1, 'ch': 144}, '12': {'block': 'Conv_LSTM', 'ch': 144}, '13': {'ch': 144}}",1028815360.0,1604816.0,15.008026,1.239817623955346,,,,,[          0],[          0],[          1],[          3]
2,ind_1048,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000160/ind_1048.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 74, '5': {'block': 'C2f', 'ch': 74, 'repeats': 3, 'hd': 1}, '6': {'block': 'Conv_LSTM', 'ch': 74}, '7': 90, '8': {'block': 'C2f', 'repeats': 3, 'ch': 90, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 90}, '10': 144, '11': {'block': 'C2f', 'repeats': 2, 'ch': 144}, '12': {'block': 'Conv_LSTM', 'ch': 144}, '13': {'ch': 144}}",926005760.0,1193008.0,14.993944,0.8836094235098622,,,,,[          0],[          0],[          0],[          4]
3,ind_1070,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000160/ind_1070.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 74, '5': {'block': 'C2f', 'ch': 74, 'repeats': 3}, '6': {'block': 'Conv_LSTM', 'ch': 74}, '7': 90, '8': {'block': 'WaveMLPLayer', 'repeats': 3, 'ch': 90, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 90}, '10': 135, '11': {'block': 'C2f', 'repeats': 3, 'ch': 135}, '12': {'block': 'Conv_LSTM', 'ch': 135}, '13': {'ch': 135}}",1079893248.0,1729696.0,14.947686,0.882115522114222,,,,,[          1],[          0],[          0],[          3]
4,ind_943,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000160/ind_943.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 72, '5': {'block': 'C2f', 'ch': 72, 'repeats': 3, 'hd': 1}, '6': {'block': 'Conv_LSTM', 'ch': 72}, '7': 126, '8': {'block': 'C2f', 'repeats': 3, 'ch': 126, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 126}, '10': 144, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 1, 'ch': 144}, '12': {'block': 'Conv_LSTM', 'ch': 144}, '13': {'ch': 144}}",966740480.0,1643728.0,14.979661,0.867027671842812,,,,,[          0],[          0],[          1],[          3]
5,ind_1008,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000160/ind_1008.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 72, '5': {'block': 'C2f', 'ch': 72, 'repeats': 3, 'hd': 1}, '6': {'block': 'Conv_LSTM', 'ch': 72}, '7': 108, '8': {'block': 'C2f', 'repeats': 3, 'ch': 108, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 108}, '10': 144, '11': {'block': 'C2f', 'repeats': 3, 'ch': 144}, '12': {'block': 'Conv_LSTM', 'ch': 144}, '13': {'ch': 144}}",919539200.0,1370064.0,14.988017,0.8211743016481278,,,,,[          0],[          0],[          0],[          4]
6,ind_1001,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000160/ind_1001.yaml,"{'0': 28, '1': 49, '2': {'block': 'C2f', 'repeats': 3, 'ch': 49}, '3': {'block': 'Conv_LSTM', 'ch': 49}, '4': 63, '5': {'block': 'C2f', 'ch': 63, 'repeats': 3, 'hd': 1}, '6': {'block': 'Conv_LSTM', 'ch': 63}, '7': 144, '8': {'block': 'C2f', 'repeats': 3, 'ch': 144, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 144}, '10': 144, '11': {'block': 'C2f', 'repeats': 1, 'ch': 144}, '12': {'block': 'Conv_LSTM', 'ch': 144}, '13': {'ch': 144}}",935052800.0,1387920.0,14.980859,0.8012128630559567,,,,,[          0],[          0],[          0],[          4]
7,ind_1026,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000160/ind_1026.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 70, '5': {'block': 'C2f', 'ch': 70, 'repeats': 3, 'hd': 1}, '6': {'block': 'Conv_LSTM', 'ch': 70}, '7': 108, '8': {'block': 'C2f', 'repeats': 3, 'ch': 108, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 108}, '10': 144, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 1, 'ch': 144}, '12': {'block': 'Conv_LSTM', 'ch': 144}, '13': {'ch': 144}}",930920960.0,1516368.0,14.970024,0.705359479359511,,,,,[          0],[          0],[          1],[          3]
8,ind_960,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000160/ind_960.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 72, '5': {'block': 'C2f', 'ch': 72, 'repeats': 3, 'hd': 1}, '6': {'block': 'Conv_LSTM', 'ch': 72}, '7': 108, '8': {'block': 'C2f', 'repeats': 3, 'ch': 108, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 108}, '10': 144, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 1, 'ch': 144}, '12': {'block': 'Conv_LSTM', 'ch': 144}, '13': {'ch': 144}}",930920960.0,1516368.0,14.970024,0.705359479359511,,,,,[          0],[          0],[          1],[          3]
9,ind_1046,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000160/ind_1046.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 72, '5': {'block': 'C2f', 'ch': 72, 'repeats': 3, 'hd': 3}, '6': {'block': 'Conv_LSTM', 'ch': 72}, '7': 108, '8': {'block': 'C2f', 'repeats': 3, 'ch': 108, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 108}, '10': 144, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 1, 'ch': 144}, '12': {'block': 'Conv_LSTM', 'ch': 144}, '13': {'ch': 144}}",930920960.0,1516368.0,14.970024,0.705359479359511,,,,,[          0],[          0],[          1],[          3]
