,tag,path,individual,macs,params,mlps,cscore,mambas,maxvits,convs,meco
46,ind_1014,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1014.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 80, '8': {'block': 'C2f', 'repeats': 3, 'ch': 80, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 80}, '10': 94, '11': {'block': 'C2f', 'repeats': 1, 'ch': 94}, '12': {'block': 'Conv_LSTM', 'ch': 94}, '13': {'ch': 94}}",1386460160.0,861560.0,[          0],-0.029347200775899727,[          0],[          0],[          4],15.223331
47,ind_1010,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1010.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 80, '8': {'block': 'C2f', 'repeats': 2, 'ch': 80, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 80}, '10': 120, '11': {'block': 'C2f', 'repeats': 2, 'ch': 120}, '12': {'block': 'Conv_LSTM', 'ch': 120}, '13': {'ch': 120}}",1390598400.0,1010000.0,[          0],-0.06493849686426074,[          0],[          0],[          4],15.221999
48,ind_1061,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1061.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 80, '8': {'block': 'C2f', 'repeats': 3, 'ch': 80, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 80}, '10': 94, '11': {'block': 'WaveMLPLayer', 'repeats': 2, 'ch': 94}, '12': {'block': 'Conv_LSTM', 'ch': 94}, '13': {'ch': 94}}",1421007872.0,1312712.0,[          1],-0.0805411942120435,[          0],[          0],[          3],15.217678
49,ind_994,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_994.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'C2f', 'repeats': 1, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 94, '11': {'block': 'C2f', 'repeats': 3, 'ch': 94}, '12': {'block': 'Conv_LSTM', 'ch': 94}, '13': {'ch': 94}}",1391600640.0,957560.0,[          0],-0.16844944826179015,[          0],[          0],[          4],15.219566
50,ind_934,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_934.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 80, '8': {'block': 'C2f', 'repeats': 1, 'ch': 80, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 80}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1390899200.0,1110552.0,[          0],-0.18672391920344433,[          0],[          0],[          4],15.219252
51,ind_1040,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1040.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 100, '8': {'block': 'C2f', 'repeats': 1, 'ch': 100, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 100}, '10': 117, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 117}, '12': {'block': 'Conv_LSTM', 'ch': 117}, '13': {'ch': 117}}",1422849280.0,1261568.0,[          0],-0.24353453720653748,[          0],[          1],[          3],15.213813
52,ind_963,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_963.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 100, '8': {'block': 'C2f', 'repeats': 1, 'ch': 100, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 100}, '10': 117, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 117}, '12': {'block': 'Conv_LSTM', 'ch': 117}, '13': {'ch': 117}}",1422849280.0,1261568.0,[          0],-0.24353453720653748,[          0],[          1],[          3],15.213813
53,ind_1070,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1070.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 2, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'C2f', 'repeats': 3, 'ch': 94, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 141, '11': {'block': 'C2f', 'repeats': 1, 'ch': 141}, '12': {'block': 'Conv_LSTM', 'ch': 141}, '13': {'ch': 141}}",1392064000.0,1169192.0,[          0],-0.5561989918691707,[          0],[          0],[          4],15.210883
54,ind_890,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_890.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 106, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 106, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1451505664.0,1302704.0,[          0],-0.5719542908282886,[          1],[          0],[          3],15.2027645
55,ind_581,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_581.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 106, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 106, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1451505664.0,1302704.0,[          0],-0.5719542908282886,[          1],[          0],[          3],15.2027645
56,ind_781,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_781.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 106, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 106, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1451505664.0,1302704.0,[          0],-0.5719542908282886,[          1],[          0],[          3],15.2027645
57,ind_926,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_926.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MambaVisionLayer', 'repeats': 2, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 125, '11': {'block': 'C2f', 'repeats': 3, 'ch': 125}, '12': {'block': 'Conv_LSTM', 'ch': 125}, '13': {'ch': 125}}",1461047296.0,1306680.0,[          0],-0.5734320166752407,[          1],[          0],[          3],15.201485
58,ind_1069,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1069.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MambaVisionLayer', 'repeats': 2, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1461047296.0,1306680.0,[          0],-0.5734320166752407,[          1],[          0],[          3],15.201485
59,ind_635,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_635.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MaxVitAttentionPairCl', 'repeats': 1, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 125, '11': {'block': 'C2f', 'repeats': 3, 'ch': 125}, '12': {'block': 'Conv_LSTM', 'ch': 125}, '13': {'ch': 125}}",1459425280.0,1340760.0,[          0],-0.5829643441470417,[          0],[          1],[          3],15.201485
60,ind_586,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_586.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MaxVitAttentionPairCl', 'repeats': 1, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1459425280.0,1340760.0,[          0],-0.5829643441470417,[          0],[          1],[          3],15.201485
61,ind_988,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_988.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MaxVitAttentionPairCl', 'repeats': 1, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 125, '11': {'block': 'C2f', 'repeats': 3, 'ch': 125}, '12': {'block': 'Conv_LSTM', 'ch': 125}, '13': {'ch': 125}}",1459425280.0,1340760.0,[          0],-0.5829643441470417,[          0],[          1],[          3],15.201485
62,ind_1003,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1003.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MaxVitAttentionPairCl', 'repeats': 1, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 125, '11': {'block': 'C2f', 'repeats': 3, 'ch': 125}, '12': {'block': 'Conv_LSTM', 'ch': 125}, '13': {'ch': 125}}",1459425280.0,1340760.0,[          0],-0.5829643441470417,[          0],[          1],[          3],15.201485
63,ind_1039,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1039.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 100, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 100, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 100}, '10': 133, '11': {'block': 'C2f', 'repeats': 3, 'ch': 133}, '12': {'block': 'Conv_LSTM', 'ch': 133}, '13': {'ch': 133}}",1443049728.0,1322100.0,[          0],-0.5965175551468467,[          1],[          0],[          3],15.203323
64,ind_1007,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1007.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 80, '8': {'block': 'WaveMLPLayer', 'repeats': 1, 'ch': 80, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 80}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1457363200.0,1325292.0,[          1],-0.6526781069183218,[          0],[          0],[          3],15.200204
65,ind_1008,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1008.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 106, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 106, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 117, '11': {'block': 'C2f', 'repeats': 3, 'ch': 117}, '12': {'block': 'Conv_LSTM', 'ch': 117}, '13': {'ch': 117}}",1446476544.0,1239928.0,[          0],-0.6554596020764025,[          1],[          0],[          3],15.201565
66,ind_973,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_973.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MambaVisionLayer', 'repeats': 2, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 117, '11': {'block': 'C2f', 'repeats': 3, 'ch': 117}, '12': {'block': 'Conv_LSTM', 'ch': 117}, '13': {'ch': 117}}",1456110336.0,1245056.0,[          0],-0.6564386039253077,[          1],[          0],[          3],15.200284
67,ind_1073,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1073.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 80, '8': {'block': 'MambaVisionLayer', 'repeats': 2, 'ch': 80, 'hd': 3}, '9': {'block': 'Conv_LSTM', 'ch': 80}, '10': 140, '11': {'block': 'C2f', 'repeats': 3, 'ch': 140}, '12': {'block': 'Conv_LSTM', 'ch': 140}, '13': {'ch': 140}}",1437232640.0,1328376.0,[          0],-0.6630393269842624,[          1],[          0],[          3],15.202604
68,ind_1072,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1072.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 100, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 100, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 100}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1437785088.0,1256380.0,[          0],-0.681364094083697,[          1],[          0],[          3],15.202125
69,ind_429,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_429.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 100, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 100, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 100}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1437785088.0,1256380.0,[          0],-0.681364094083697,[          1],[          0],[          3],15.202125
70,ind_1026,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1026.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 100, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 100, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 100}, '10': 125, '11': {'block': 'C2f', 'repeats': 3, 'ch': 125}, '12': {'block': 'Conv_LSTM', 'ch': 125}, '13': {'ch': 125}}",1437785088.0,1256380.0,[          0],-0.681364094083697,[          1],[          0],[          3],15.202125
71,ind_1020,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1020.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 100, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 100, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 100}, '10': 125, '11': {'block': 'C2f', 'repeats': 3, 'ch': 125}, '12': {'block': 'Conv_LSTM', 'ch': 125}, '13': {'ch': 125}}",1437785088.0,1256380.0,[          0],-0.681364094083697,[          1],[          0],[          3],15.202125
72,ind_958,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_958.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 106, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 106, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 125, '11': {'block': 'C2f', 'repeats': 2, 'ch': 125}, '12': {'block': 'Conv_LSTM', 'ch': 125}, '13': {'ch': 125}}",1444911104.0,1220528.0,[          0],-0.7258570748090839,[          1],[          0],[          3],15.200204
73,ind_889,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_889.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 106, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 106, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 125, '11': {'block': 'C2f', 'repeats': 2, 'ch': 125}, '12': {'block': 'Conv_LSTM', 'ch': 125}, '13': {'ch': 125}}",1444911104.0,1220528.0,[          0],-0.7258570748090839,[          1],[          0],[          3],15.200204
74,ind_1038,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1038.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 106, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 106, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 126, '11': {'block': 'C2f', 'repeats': 2, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1444911104.0,1220528.0,[          0],-0.7258570748090839,[          1],[          0],[          3],15.200204
75,ind_966,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_966.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 100, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 100, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 100}, '10': 117, '11': {'block': 'C2f', 'repeats': 3, 'ch': 117}, '12': {'block': 'Conv_LSTM', 'ch': 117}, '13': {'ch': 117}}",1432802048.0,1194180.0,[          0],-0.7645986005740893,[          1],[          0],[          3],15.200925
76,ind_1042,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_1042.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 94, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 141, '11': {'block': 'C2f', 'repeats': 1, 'ch': 141}, '12': {'block': 'Conv_LSTM', 'ch': 141}, '13': {'ch': 141}}",1453463040.0,1266632.0,[          0],-0.7693893472634238,[          0],[          1],[          3],15.198118
77,ind_627,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_627.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1424846848.0,1212264.0,[          0],-0.7861762343413429,[          1],[          0],[          3],15.201485
78,ind_610,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_610.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1424846848.0,1212264.0,[          0],-0.7861762343413429,[          1],[          0],[          3],15.201485
79,ind_683,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/evolve_track_alpha_5m/exp000033/ind_683.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 80, '5': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '6': {'block': 'Conv_LSTM', 'ch': 80}, '7': 94, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 94, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 94}, '10': 125, '11': {'block': 'C2f', 'repeats': 3, 'ch': 125}, '12': {'block': 'Conv_LSTM', 'ch': 125}, '13': {'ch': 125}}",1424846848.0,1212264.0,[          0],-0.7861762343413429,[          1],[          0],[          3],15.201485
