,tag,path,individual,macs,params,meco,cscore,zen score,az-prog,az-expr,az-train,mlps,mambas,maxvits,convs
0,ind_1061,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_1061.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 126, '5': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '6': {'block': 'Conv_LSTM', 'ch': 126}, '7': 128, '8': {'block': 'WaveMLPLayer', 'ch': 128, 'repeats': 2}, '9': {'block': 'Conv_LSTM', 'ch': 128}, '10': 212, '11': {'block': 'C2f', 'repeats': 3, 'ch': 212}, '12': {'block': 'Conv_LSTM', 'ch': 212}, '13': {'ch': 212}}",1973673728.0,3382016.0,15.246931,0.8732518375268545,,,,,[          1],[          0],[          0],[          3]
1,ind_1051,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_1051.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 144, '5': {'block': 'C2f', 'repeats': 2, 'ch': 144}, '6': {'block': 'Conv_LSTM', 'ch': 144}, '7': 180, '8': {'block': 'MaxVitAttentionPairCl', 'ch': 180, 'repeats': 2}, '9': {'block': 'Conv_LSTM', 'ch': 180}, '10': 192, '11': {'block': 'C2f', 'repeats': 3, 'ch': 192}, '12': {'block': 'Conv_LSTM', 'ch': 192}, '13': {'ch': 192}}",2029445120.0,3330232.0,15.232993,0.833061135916949,,,,,[          0],[          0],[          1],[          3]
2,ind_951,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_951.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 144, '5': {'block': 'C2f', 'repeats': 2, 'ch': 144}, '6': {'block': 'Conv_LSTM', 'ch': 144}, '7': 180, '8': {'block': 'MaxVitAttentionPairCl', 'ch': 180}, '9': {'block': 'Conv_LSTM', 'ch': 180}, '10': 192, '11': {'block': 'C2f', 'repeats': 3, 'ch': 192}, '12': {'block': 'Conv_LSTM', 'ch': 192}, '13': {'ch': 192}}",2029445120.0,3330232.0,15.232993,0.833061135916949,,,,,[          0],[          0],[          1],[          3]
3,ind_1034,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_1034.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 126, '5': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '6': {'block': 'Conv_LSTM', 'ch': 126}, '7': 128, '8': {'block': 'MaxVitAttentionPairCl', 'ch': 128}, '9': {'block': 'Conv_LSTM', 'ch': 128}, '10': 212, '11': {'block': 'C2f', 'repeats': 3, 'ch': 212}, '12': {'block': 'Conv_LSTM', 'ch': 212}, '13': {'ch': 212}}",1817829120.0,2863936.0,15.246931,0.7399604169505843,,,,,[          0],[          0],[          1],[          3]
4,ind_1016,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_1016.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 126, '5': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '6': {'block': 'Conv_LSTM', 'ch': 126}, '7': 167, '8': {'block': 'MaxVitAttentionPairCl', 'ch': 167}, '9': {'block': 'Conv_LSTM', 'ch': 167}, '10': 170, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 170}, '12': {'block': 'Conv_LSTM', 'ch': 170}, '13': {'ch': 170}}",1937722880.0,3093416.0,15.227239,0.7183255372951759,,,,,[          0],[          0],[          2],[          2]
5,ind_1053,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_1053.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 126, '5': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '6': {'block': 'Conv_LSTM', 'ch': 126}, '7': 157, '8': {'block': 'MaxVitAttentionPairCl', 'ch': 157}, '9': {'block': 'Conv_LSTM', 'ch': 157}, '10': 170, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 170}, '12': {'block': 'Conv_LSTM', 'ch': 170}, '13': {'ch': 170}}",1906880000.0,2987368.0,15.226615,0.6880131129777649,,,,,[          0],[          0],[          2],[          2]
6,ind_732,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_732.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 126, '5': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '6': {'block': 'Conv_LSTM', 'ch': 126}, '7': 128, '8': {'block': 'MaxVitAttentionPairCl', 'ch': 128}, '9': {'block': 'Conv_LSTM', 'ch': 128}, '10': 170, '11': {'block': 'C2f', 'repeats': 3, 'ch': 170}, '12': {'block': 'Conv_LSTM', 'ch': 170}, '13': {'ch': 170}}",1779550720.0,2385896.0,15.241179,0.6709525280126115,,,,,[          0],[          0],[          1],[          3]
7,ind_812,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_812.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 126, '5': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '6': {'block': 'Conv_LSTM', 'ch': 126}, '7': 128, '8': {'block': 'MaxVitAttentionPairCl', 'ch': 128}, '9': {'block': 'Conv_LSTM', 'ch': 128}, '10': 170, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 170}, '12': {'block': 'Conv_LSTM', 'ch': 170}, '13': {'ch': 170}}",1796615680.0,2604136.0,15.224114,0.5779377133537585,,,,,[          0],[          0],[          2],[          2]
8,ind_1023,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_1023.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 126, '5': {'block': 'WaveMLPLayer', 'repeats': 3, 'ch': 126}, '6': {'block': 'Conv_LSTM', 'ch': 126}, '7': 128, '8': {'block': 'C2f', 'ch': 128, 'repeats': 3, 'hd': 3}, '9': {'block': 'Conv_LSTM', 'ch': 128}, '10': 192, '11': {'block': 'C2f', 'repeats': 3, 'ch': 192}, '12': {'block': 'Conv_LSTM', 'ch': 192}, '13': {'ch': 192}}",2825766912.0,3336440.0,15.084102,0.5752504143367936,,,,,[          1],[          0],[          0],[          3]
9,ind_1082,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_1082.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 119, '5': {'block': 'C2f', 'repeats': 2, 'ch': 119}, '6': {'block': 'Conv_LSTM', 'ch': 119}, '7': 180, '8': {'block': 'MaxVitAttentionPairCl', 'ch': 180, 'repeats': 2}, '9': {'block': 'Conv_LSTM', 'ch': 180}, '10': 192, '11': {'block': 'C2f', 'repeats': 3, 'ch': 192}, '12': {'block': 'Conv_LSTM', 'ch': 192}, '13': {'ch': 192}}",1834004480.0,3147880.0,15.195063,0.42671861926172366,,,,,[          0],[          0],[          1],[          3]
10,ind_986,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000003/ind_986.yaml,"{'0': 36, '1': 72, '2': {'block': 'C2f', 'repeats': 3, 'ch': 72}, '3': {'block': 'Conv_LSTM', 'ch': 72}, '4': 126, '5': {'block': 'C2f', 'repeats': 2, 'ch': 126}, '6': {'block': 'Conv_LSTM', 'ch': 126}, '7': 167, '8': {'block': 'MambaVisionLayer', 'ch': 167, 'repeats': 1, 'hd': 3}, '9': {'block': 'Conv_LSTM', 'ch': 167}, '10': 192, '11': {'block': 'C2f', 'repeats': 3, 'ch': 192}, '12': {'block': 'Conv_LSTM', 'ch': 192}, '13': {'ch': 192}}",1723433984.0,2586044.0,15.2065935,0.4048617888613018,,,,,[          0],[          1],[          0],[          3]
