,tag,path,individual,macs,params,meco,cscore,zen score,az-prog,az-expr,az-train,mlps,mambas,maxvits,convs
0,ind_1033,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/c5_meco06_mac04/exp000016/ind_1033.yaml,"{'0': 44, '1': 73, '2': {'block': 'C2f', 'repeats': 3, 'ch': 73}, '3': {'block': 'Conv_LSTM', 'ch': 73}, '4': 87, '5': {'block': 'C2f', 'repeats': 2, 'ch': 87}, '6': {'block': 'Conv_LSTM', 'ch': 87}, '7': 105, '8': {'block': 'C2f', 'repeats': 3, 'ch': 105}, '9': {'block': 'Conv_LSTM', 'ch': 105}, '10': 126, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",1520988160.0,1519392.0,15.26113,1.49628645994994,,,,,[          0],[          0],[          1],[          3]
1,ind_1063,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/c5_meco06_mac04/exp000016/ind_1063.yaml,"{'0': 40, '1': 66, '2': {'block': 'C2f', 'repeats': 3, 'ch': 66}, '3': {'block': 'Conv_LSTM', 'ch': 66}, '4': 109, '5': {'block': 'C2f', 'repeats': 2, 'ch': 109, 'hd': 1}, '6': {'block': 'Conv_LSTM', 'ch': 109}, '7': 164, '8': {'block': 'C2f', 'repeats': 3, 'ch': 164}, '9': {'block': 'Conv_LSTM', 'ch': 164}, '10': 164, '11': {'block': 'MaxVitAttentionPairCl', 'ch': 164}, '12': {'block': 'Conv_LSTM', 'ch': 164}, '13': {'ch': 164}}",1641767680.0,2593488.0,15.227472,1.1467645475030757,,,,,[          0],[          0],[          1],[          3]
2,ind_1007,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/c5_meco06_mac04/exp000016/ind_1007.yaml,"{'0': 44, '1': 73, '2': {'block': 'C2f', 'repeats': 3, 'ch': 73}, '3': {'block': 'Conv_LSTM', 'ch': 73}, '4': 74, '5': {'block': 'C2f', 'repeats': 3, 'ch': 74}, '6': {'block': 'Conv_LSTM', 'ch': 74}, '7': 129, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 129, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 129}, '10': 159, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 159}, '12': {'block': 'Conv_LSTM', 'ch': 159}, '13': {'ch': 159}}",1572771840.0,1935604.0,15.233924,1.1388738705463224,,,,,[          0],[          1],[          1],[          2]
3,ind_949,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/c5_meco06_mac04/exp000016/ind_949.yaml,"{'0': 44, '1': 73, '2': {'block': 'C2f', 'repeats': 3, 'ch': 73}, '3': {'block': 'Conv_LSTM', 'ch': 73}, '4': 74, '5': {'block': 'C2f', 'repeats': 3, 'ch': 74}, '6': {'block': 'Conv_LSTM', 'ch': 74}, '7': 106, '8': {'block': 'MambaVisionLayer', 'repeats': 1, 'ch': 106, 'hd': 1}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 159, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 159}, '12': {'block': 'Conv_LSTM', 'ch': 159}, '13': {'ch': 159}}",1526037504.0,1775624.0,15.232062,1.0322897221632759,,,,,[          0],[          1],[          1],[          2]
4,ind_1000,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/c5_meco06_mac04/exp000016/ind_1000.yaml,"{'0': 40, '1': 80, '2': {'block': 'C2f', 'repeats': 3, 'ch': 80}, '3': {'block': 'Conv_LSTM', 'ch': 80}, '4': 82, '5': {'block': 'C2f', 'repeats': 2, 'ch': 82, 'hd': 1}, '6': {'block': 'Conv_LSTM', 'ch': 82}, '7': 164, '8': {'block': 'WaveMLPLayer', 'repeats': 2, 'ch': 164}, '9': {'block': 'Conv_LSTM', 'ch': 164}, '10': 166, '11': {'block': 'MaxVitAttentionPairCl', 'ch': 168}, '12': {'block': 'Conv_LSTM', 'ch': 168}, '13': {'ch': 168}}",1995308928.0,3572268.0,15.183478,1.0095398462295115,,,,,[          1],[          0],[          1],[          2]
5,ind_882,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/c5_meco06_mac04/exp000016/ind_882.yaml,"{'0': 44, '1': 73, '2': {'block': 'C2f', 'repeats': 3, 'ch': 73}, '3': {'block': 'Conv_LSTM', 'ch': 73}, '4': 74, '5': {'block': 'C2f', 'repeats': 2, 'ch': 74}, '6': {'block': 'Conv_LSTM', 'ch': 74}, '7': 106, '8': {'block': 'C2f', 'repeats': 1, 'ch': 106}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 159, '11': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 159}, '12': {'block': 'Conv_LSTM', 'ch': 159}, '13': {'ch': 159}}",1464038400.0,1703760.0,15.233304,0.9511867063134193,,,,,[          0],[          0],[          1],[          3]
6,ind_1056,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/c5_meco06_mac04/exp000016/ind_1056.yaml,"{'0': 44, '1': 73, '2': {'block': 'C2f', 'repeats': 3, 'ch': 73}, '3': {'block': 'Conv_LSTM', 'ch': 73}, '4': 91, '5': {'block': 'WaveMLPLayer', 'repeats': 3, 'ch': 91}, '6': {'block': 'Conv_LSTM', 'ch': 91}, '7': 113, '8': {'block': 'C2f', 'repeats': 1, 'ch': 113}, '9': {'block': 'Conv_LSTM', 'ch': 113}, '10': 160, '11': {'block': 'C2f', 'repeats': 3, 'ch': 160}, '12': {'block': 'Conv_LSTM', 'ch': 160}, '13': {'ch': 160}}",2218027008.0,2201496.0,15.153958,0.8937615271230382,,,,,[          1],[          0],[          0],[          3]
7,ind_1087,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/c5_meco06_mac04/exp000016/ind_1087.yaml,"{'0': 44, '1': 66, '2': {'block': 'C2f', 'repeats': 3, 'ch': 66}, '3': {'block': 'Conv_LSTM', 'ch': 66}, '4': 84, '5': {'block': 'C2f', 'repeats': 3, 'ch': 84, 'hd': 1}, '6': {'block': 'Conv_LSTM', 'ch': 84}, '7': 111, '8': {'block': 'C2f', 'repeats': 1, 'ch': 111}, '9': {'block': 'Conv_LSTM', 'ch': 111}, '10': 194, '11': {'block': 'C2f', 'repeats': 3, 'ch': 194}, '12': {'block': 'Conv_LSTM', 'ch': 194}, '13': {'ch': 194}}",1397100800.0,1999752.0,15.234776,0.865750602826698,,,,,[          0],[          0],[          0],[          4]
8,ind_779,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/c5_meco06_mac04/exp000016/ind_779.yaml,"{'0': 44, '1': 73, '2': {'block': 'C2f', 'repeats': 3, 'ch': 73}, '3': {'block': 'Conv_LSTM', 'ch': 73}, '4': 91, '5': {'block': 'WaveMLPLayer', 'repeats': 3, 'ch': 91}, '6': {'block': 'Conv_LSTM', 'ch': 91}, '7': 106, '8': {'block': 'C2f', 'repeats': 1, 'ch': 106}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 160, '11': {'block': 'C2f', 'repeats': 3, 'ch': 160}, '12': {'block': 'Conv_LSTM', 'ch': 160}, '13': {'ch': 160}}",2205943808.0,2155128.0,15.151269,0.8303316469129051,,,,,[          1],[          0],[          0],[          3]
9,ind_1053,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/c5_meco06_mac04/exp000016/ind_1053.yaml,"{'0': 44, '1': 77, '2': {'block': 'C2f', 'repeats': 3, 'ch': 77}, '3': {'block': 'Conv_LSTM', 'ch': 77}, '4': 102, '5': {'block': 'WaveMLPLayer', 'repeats': 2, 'ch': 102}, '6': {'block': 'Conv_LSTM', 'ch': 102}, '7': 106, '8': {'block': 'C2f', 'repeats': 1, 'ch': 106}, '9': {'block': 'Conv_LSTM', 'ch': 106}, '10': 160, '11': {'block': 'C2f', 'repeats': 3, 'ch': 160}, '12': {'block': 'Conv_LSTM', 'ch': 160}, '13': {'ch': 160}}",2171244672.0,2127804.0,15.153958,0.8173424730189991,,,,,[          1],[          0],[          0],[          3]
