,tag,path,individual,macs,params,meco,cscore,zen score,az-prog,az-expr,az-train,mlps,mambas,maxvits,convs
0,ind_1037,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_1037.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'ch': 56, 'repeats': 3}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 84, '5': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '6': {'block': 'Conv_LSTM', 'ch': 84}, '7': 84, '8': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '9': {'block': 'Conv_LSTM', 'ch': 84}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",959651840.0,1155360.0,15.008609,1.7005731382944982,,,,,[          0],[          0],[          0],[          4]
1,ind_1024,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_1024.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'ch': 56, 'repeats': 3}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 84, '5': {'block': 'C2f', 'repeats': 2, 'ch': 84, 'hd': 2}, '6': {'block': 'Conv_LSTM', 'ch': 84}, '7': 84, '8': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '9': {'block': 'Conv_LSTM', 'ch': 84}, '10': 139, '11': {'block': 'C2f', 'repeats': 3, 'ch': 139}, '12': {'block': 'Conv_LSTM', 'ch': 139}, '13': {'ch': 139}}",920266240.0,1249120.0,14.97686,1.2953439875940935,,,,,[          0],[          0],[          0],[          4]
2,ind_1006,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_1006.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'ch': 56, 'repeats': 3}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 74, '5': {'block': 'C2f', 'repeats': 3, 'ch': 74}, '6': {'block': 'Conv_LSTM', 'ch': 74}, '7': 84, '8': {'block': 'MaxVitAttentionPairCl', 'repeats': 3, 'ch': 84}, '9': {'block': 'Conv_LSTM', 'ch': 84}, '10': 105, '11': {'block': 'C2f', 'repeats': 3, 'ch': 105}, '12': {'block': 'Conv_LSTM', 'ch': 105}, '13': {'ch': 105}}",916492800.0,1047600.0,14.942204,1.0033145655419458,,,,,[          0],[          0],[          1],[          3]
3,ind_942,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_942.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'ch': 56, 'repeats': 2}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 84, '5': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '6': {'block': 'Conv_LSTM', 'ch': 84}, '7': 105, '8': {'block': 'C2f', 'repeats': 3, 'ch': 105}, '9': {'block': 'Conv_LSTM', 'ch': 105}, '10': 111, '11': {'block': 'C2f', 'repeats': 3, 'ch': 111}, '12': {'block': 'Conv_LSTM', 'ch': 111}, '13': {'ch': 111}}",915325440.0,1184576.0,14.929681,0.8985346597727907,,,,,[          0],[          0],[          0],[          4]
4,ind_1088,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_1088.yaml,"{'0': 28, '1': 49, '2': {'block': 'C2f', 'repeats': 3, 'ch': 49}, '3': {'block': 'Conv_LSTM', 'ch': 49}, '4': 69, '5': {'block': 'C2f', 'repeats': 3, 'ch': 69}, '6': {'block': 'Conv_LSTM', 'ch': 69}, '7': 82, '8': {'block': 'MambaVisionLayer', 'repeats': 3, 'ch': 82, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 82}, '10': 143, '11': {'block': 'C2f', 'repeats': 1, 'ch': 143}, '12': {'block': 'Conv_LSTM', 'ch': 143}, '13': {'ch': 143}}",905559552.0,1101084.0,14.92082,0.7901401509263383,,,,,[          0],[          1],[          0],[          3]
5,ind_965,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_965.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 62, '5': {'block': 'C2f', 'repeats': 3, 'ch': 62}, '6': {'block': 'Conv_LSTM', 'ch': 62}, '7': 108, '8': {'block': 'MambaVisionLayer', 'repeats': 3, 'ch': 108, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 108}, '10': 135, '11': {'block': 'C2f', 'repeats': 1, 'ch': 135}, '12': {'block': 'Conv_LSTM', 'ch': 135}, '13': {'ch': 135}}",934778112.0,1245504.0,14.901672,0.7487566848660991,,,,,[          0],[          1],[          0],[          3]
6,ind_491,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_491.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'ch': 56, 'repeats': 2}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 84, '5': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '6': {'block': 'Conv_LSTM', 'ch': 84}, '7': 84, '8': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '9': {'block': 'Conv_LSTM', 'ch': 84}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",878223360.0,1139568.0,14.917637,0.6598793774571408,,,,,[          0],[          0],[          0],[          4]
7,ind_945,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_945.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'repeats': 3, 'ch': 56}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 62, '5': {'block': 'C2f', 'repeats': 3, 'ch': 62}, '6': {'block': 'Conv_LSTM', 'ch': 62}, '7': 102, '8': {'block': 'MambaVisionLayer', 'repeats': 3, 'ch': 102, 'hd': 2}, '9': {'block': 'Conv_LSTM', 'ch': 102}, '10': 135, '11': {'block': 'C2f', 'repeats': 1, 'ch': 135}, '12': {'block': 'Conv_LSTM', 'ch': 135}, '13': {'ch': 135}}",907967744.0,1164804.0,14.900808,0.6390874279223363,,,,,[          0],[          1],[          0],[          3]
8,ind_698,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_698.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'ch': 56, 'repeats': 2}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 74, '5': {'block': 'C2f', 'repeats': 3, 'ch': 74}, '6': {'block': 'Conv_LSTM', 'ch': 74}, '7': 112, '8': {'block': 'C2f', 'repeats': 3, 'ch': 112}, '9': {'block': 'Conv_LSTM', 'ch': 112}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",874106880.0,1260784.0,14.912521,0.6031314314537404,,,,,[          0],[          0],[          0],[          4]
9,ind_1015,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_1015.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'ch': 56, 'repeats': 2}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 74, '5': {'block': 'C2f', 'repeats': 3, 'ch': 74}, '6': {'block': 'Conv_LSTM', 'ch': 74}, '7': 112, '8': {'block': 'C2f', 'repeats': 3, 'ch': 112}, '9': {'block': 'Conv_LSTM', 'ch': 112}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",874106880.0,1260784.0,14.912521,0.6031314314537404,,,,,[          0],[          0],[          0],[          4]
10,ind_974,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_974.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'ch': 56, 'repeats': 2}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 74, '5': {'block': 'C2f', 'repeats': 3, 'ch': 74}, '6': {'block': 'Conv_LSTM', 'ch': 74}, '7': 112, '8': {'block': 'C2f', 'repeats': 3, 'ch': 112}, '9': {'block': 'Conv_LSTM', 'ch': 112}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",874106880.0,1260784.0,14.912521,0.6031314314537404,,,,,[          0],[          0],[          0],[          4]
11,ind_886,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_886.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'ch': 56, 'repeats': 2}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 84, '5': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '6': {'block': 'Conv_LSTM', 'ch': 84}, '7': 84, '8': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '9': {'block': 'Conv_LSTM', 'ch': 84}, '10': 105, '11': {'block': 'C2f', 'repeats': 3, 'ch': 105}, '12': {'block': 'Conv_LSTM', 'ch': 105}, '13': {'ch': 105}}",868723200.0,1020992.0,14.914443,0.5978899960723477,,,,,[          0],[          0],[          0],[          4]
12,ind_899,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_899.yaml,"{'0': 28, '1': 56, '2': {'block': 'C2f', 'ch': 56, 'repeats': 2}, '3': {'block': 'Conv_LSTM', 'ch': 56}, '4': 84, '5': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '6': {'block': 'Conv_LSTM', 'ch': 84}, '7': 84, '8': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '9': {'block': 'Conv_LSTM', 'ch': 84}, '10': 111, '11': {'block': 'C2f', 'repeats': 3, 'ch': 111}, '12': {'block': 'Conv_LSTM', 'ch': 111}, '13': {'ch': 111}}",868723200.0,1020992.0,14.914443,0.5978899960723477,,,,,[          0],[          0],[          0],[          4]
13,ind_1077,/home/silvada/Desktop/Projects2024/Chimera/Chimera_v1_clean/meco_mac2/exp000011/ind_1077.yaml,"{'0': 28, '1': 46, '2': {'block': 'C2f', 'ch': 46, 'repeats': 3}, '3': {'block': 'Conv_LSTM', 'ch': 46}, '4': 84, '5': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '6': {'block': 'Conv_LSTM', 'ch': 84}, '7': 84, '8': {'block': 'C2f', 'repeats': 3, 'ch': 84}, '9': {'block': 'Conv_LSTM', 'ch': 84}, '10': 126, '11': {'block': 'C2f', 'repeats': 3, 'ch': 126}, '12': {'block': 'Conv_LSTM', 'ch': 126}, '13': {'ch': 126}}",832266240.0,1125792.0,14.93115,0.5919863785963793,,,,,[          0],[          0],[          0],[          4]
