"model","category","data","mac full","param full","mac backbone","param backbone","zen score","az-expressivity","az-progressivity","az-trainability","mAP50-95","meco","mlps","mambas","c2fs","maxvits"
"bench_model_000006.yaml","full c2f","pedro_mdes.yaml",2819577600,8504171,913303040,1353832,59.63058305,58.6141417,-0.279272556,-1.696272826,0.584582739,14.944277,0,0,4,0
"bench_model_000804.yaml","full heterogeneous","pedro_mdes.yaml",1416664832,4245115,485423872,866952,59.6987561,53.69571614,-0.351950169,-1.78442891,0.597636689,14.582502,0,1,3,0
"bench_model_000854.yaml","full heterogeneous","pedro_mdes.yaml",1745299968,5421499,809381888,2024136,68.63568354,57.20331192,-0.379981995,-1.586292035,0.586082081,14.691512,1,0,2,1
"bench_model_000170.yaml","full mlp","pedro_mdes.yaml",2397796864,7665147,865818624,1964200,118.5577514,54.37646985,-0.391902685,-1.856029612,0.584210493,13.754146,4,0,0,0
"bench_model_000546.yaml","full heterogeneous","pedro_mdes.yaml",1633684992,5172091,702676992,1778568,64.00662577,54.55985069,-0.736847162,-1.697892497,0.591830633,13.78067,1,1,1,1
"bench_model_000238.yaml","full mlp","pedro_mdes.yaml",2870713664,8875761,1331846464,3147166,139.4192743,57.25944233,-0.404123783,-2.09474632,0.583804114,13.822208,4,0,0,0
"bench_model_000988.yaml","full heterogeneous","pedro_mdes.yaml",1378690368,5121749,685512768,2639890,77.12804842,55.99869728,-0.388559103,-1.862887274,0.580077433,13.787275,2,1,1,0
"bench_model_000670.yaml","full heterogeneous","pedro_mdes.yaml",2341644800,7446259,797534720,1707424,42.52087522,58.07238531,-0.316829681,-1.692718849,0.589428131,14.528931,0,0,2,2
"bench_model_000174.yaml","full mlp","pedro_mdes.yaml",2435906368,5046461,1507128128,1680586,131.5273943,54.93125343,-0.406428099,-1.94574721,0.582964352,13.670439,4,0,0,0
"bench_model_000528.yaml","full heterogeneous","pedro_mdes.yaml",2449231040,6381089,918893760,688334,87.09638178,53.5992341,-0.410297394,-1.764876039,0.590274883,14.156316,1,0,3,0
"bench_model_000078.yaml","full c2f","pedro_mdes.yaml",1901002240,5613851,683249920,1132408,68.33674395,56.78072166,-0.309384346,-1.634781522,0.582619842,14.722865,0,0,4,0
"bench_model_000178.yaml","full mlp","pedro_mdes.yaml",1288407808,3594151,803226368,1914132,129.18694,52.93082619,-0.422092676,-2.11675316,0.582260506,13.303083,4,0,0,0
"bench_model_000858.yaml","full heterogeneous","pedro_mdes.yaml",1398386176,4581003,908606976,2882040,111.0703514,55.5741148,-0.360252142,-1.823226039,0.578127202,13.804894,3,0,1,0
"bench_model_000230.yaml","full mlp","pedro_mdes.yaml",2396558976,7658143,1178217856,3148028,82.54044855,57.4503901,-0.361062765,-1.674627398,0.582086691,13.845147,4,0,0,0
"bench_model_000900.yaml","full heterogeneous","pedro_mdes.yaml",1459256704,3347987,774504064,911568,85.46682894,52.40863991,-0.375626564,-1.811695028,0.565955729,13.5377,3,0,0,1
"bench_model_000918.yaml","full heterogeneous","pedro_mdes.yaml",3203462272,9056443,1303838592,1947576,104.9584157,57.34560108,-0.395909786,-2.107829912,0.594288607,14.060369,2,1,1,0
"bench_model_000956.yaml","full heterogeneous","pedro_mdes.yaml",2748608000,9108939,836058880,1928648,63.93919849,59.13237262,-0.47096777,-1.938067809,0.582474518,14.73799,0,1,3,0
"bench_model_000756.yaml","full heterogeneous","pedro_mdes.yaml",3125938752,9401809,1224464192,2269902,71.30986714,58.27387524,-0.47403574,-2.01543798,0.567231382,14.010814,2,1,0,1
"bench_model_000184.yaml","full mlp","pedro_mdes.yaml",2617183296,8706173,1078966336,2973482,111.5811727,56.63818407,-0.38996911,-1.862518303,0.581379163,13.81519,4,0,0,0
"bench_model_000626.yaml","full heterogeneous","pedro_mdes.yaml",1676375040,5746627,969032960,3201408,43.66755408,60.26793551,-0.350800514,-2.182271928,0.591125439,14.079965,0,1,2,1
"bench_model_000000.yaml","full c2f","pedro_mdes.yaml",1444596480,4657907,244357120,241872,55.897645,47.60177612,-0.373574495,-1.482112981,0.580414572,14.332397,0,0,4,0
"bench_model_000556.yaml","full heterogeneous","pedro_mdes.yaml",1129539840,3425371,440064000,966552,53.09108287,54.42885542,-0.317395687,-1.633211078,0.571883416,14.388793,0,0,3,1
"bench_model_000786.yaml","full heterogeneous","pedro_mdes.yaml",2072722944,6605427,543696384,913696,41.37301278,53.75680423,-0.432190657,-2.274985597,0.579514201,14.436345,0,2,2,0
"bench_model_000646.yaml","full heterogeneous","pedro_mdes.yaml",2044790016,6598191,517739776,931036,74.15840292,52.19597387,-0.519558668,-1.885700555,0.555753809,14.172569,2,1,1,0
"bench_model_000130.yaml","full mlp","pedro_mdes.yaml",1458221376,3311113,973045056,1635702,139.3121097,53.13017845,-0.412915468,-2.057555097,0.579298243,13.318982,4,0,0,0
"bench_model_000606.yaml","full heterogeneous","pedro_mdes.yaml",2897415488,7516913,1361179968,1811870,80.52312064,56.90075302,-0.799141407,-2.290217906,0.586102995,13.997832,2,1,1,0
"bench_model_000126.yaml","full mlp","pedro_mdes.yaml",2077247936,6270401,1142556096,2872270,135.37204,56.16240597,-0.395642281,-2.002790878,0.577631901,13.592767,4,0,0,0
"bench_model_000114.yaml","full c2f","pedro_mdes.yaml",1937706240,6103739,414257920,435560,68.10652733,50.3612113,-0.343874216,-1.456794346,0.577415182,14.655283,0,0,4,0
"bench_model_000038.yaml","full c2f","pedro_mdes.yaml",1798426880,5467923,584409600,1000816,71.37741399,55.44277716,-0.318338633,-1.636700283,0.577390965,14.661482,0,0,4,0
"bench_model_000634.yaml","full heterogeneous","pedro_mdes.yaml",1629710016,4630477,703141056,1266906,93.95358884,52.65386128,-0.455660105,-1.944568734,0.552266563,13.598746,3,1,0,0
"bench_model_000206.yaml","full mlp","pedro_mdes.yaml",1281138752,3528797,597205312,1094938,101.4845574,51.51230741,-0.39900589,-1.873055854,0.576627941,13.530917,4,0,0,0
"bench_model_000770.yaml","full heterogeneous","pedro_mdes.yaml",1516252032,3176679,1029432192,1493076,141.3631423,54.00822926,-0.405544519,-2.355641362,0.569599334,13.396838,3,0,1,0
"bench_model_000140.yaml","full mlp","pedro_mdes.yaml",1354274560,3014599,673628160,596740,92.95810771,49.33879733,-0.408487797,-1.959007164,0.57564648,13.508551,4,0,0,0
"bench_model_000108.yaml","full c2f","pedro_mdes.yaml",1065585920,2931227,381035520,493528,65.11439836,51.2219038,-0.30405426,-1.530894616,0.575501134,14.515355,0,0,4,0
"bench_model_000158.yaml","full mlp","pedro_mdes.yaml",2862945792,7016919,1646913792,2535476,121.2128491,57.37996387,-0.391880989,-1.99108288,0.57537958,13.85811,4,0,0,0
"bench_model_000974.yaml","full heterogeneous","pedro_mdes.yaml",968729600,2399603,482903040,726752,58.76580811,52.29289389,-0.710147142,-1.919836298,0.593041528,13.921959,0,1,3,0
"bench_model_000656.yaml","full heterogeneous","pedro_mdes.yaml",1716847616,4612707,1018537216,2107168,73.16000962,58.08622718,-0.40870285,-2.238115588,0.584816766,13.739061,1,1,1,1
"bench_model_000762.yaml","full heterogeneous","pedro_mdes.yaml",1416113920,4324967,481913600,928372,43.15370363,54.65719438,-0.489018917,-1.973253981,0.588426009,14.045479,0,2,2,0
"bench_model_000920.yaml","full heterogeneous","pedro_mdes.yaml",2240969472,4126623,1315140352,765356,101.6224222,52.74317074,-0.615776777,-2.10783787,0.564526194,13.673394,2,1,1,0
"bench_model_000874.yaml","full heterogeneous","pedro_mdes.yaml",1693876224,5082095,488465664,641868,42.18608314,52.28169012,-0.35208559,-1.5204273,0.571017489,14.498688,1,0,1,2
"bench_model_000214.yaml","full mlp","pedro_mdes.yaml",2345959296,5361347,1416927616,1983184,133.3754516,55.06729746,-0.384654522,-2.067093494,0.573886659,13.652144,4,0,0,0
"bench_model_000190.yaml","full mlp","pedro_mdes.yaml",2826618944,7373213,1295301184,1683530,129.2693732,55.13985586,-0.384548187,-2.006747517,0.573701776,13.803924,4,0,0,0
"bench_model_000658.yaml","full heterogeneous","pedro_mdes.yaml",1452600064,3773511,530465024,430676,37.66672176,50.58504272,-0.341498613,-1.524745731,0.582652802,13.649881,1,0,1,2
"bench_model_000578.yaml","full heterogeneous","pedro_mdes.yaml",1377897600,4187267,455514240,839056,106.9008319,49.49819064,-0.665691376,-2.179110859,0.554218893,13.810377,2,1,1,0
"bench_model_000210.yaml","full mlp","pedro_mdes.yaml",1619786752,4745483,692477952,1375000,101.8737156,52.94228101,-0.402273178,-1.866823584,0.573432509,13.541916,4,0,0,0
"bench_model_000156.yaml","full mlp","pedro_mdes.yaml",2737288768,8419173,1198421568,2696722,111.0889585,56.88379359,-0.404397964,-1.88716702,0.573302267,13.832329,4,0,0,0
"bench_model_000692.yaml","full heterogeneous","pedro_mdes.yaml",1601046912,3979975,677183872,622548,86.71899939,50.69796085,-0.392897606,-1.900571168,0.581031229,13.631203,2,0,1,1
"bench_model_000624.yaml","full heterogeneous","pedro_mdes.yaml",2090761984,5445975,881042944,984244,43.90216064,54.80229259,-0.334245443,-1.68298257,0.551606856,14.090715,1,0,1,2
"bench_model_000796.yaml","full heterogeneous","pedro_mdes.yaml",2992197120,8062695,1094785280,960740,37.19125736,56.80417943,-0.390314102,-1.715395578,0.553912128,14.074299,1,1,1,1
"bench_model_000172.yaml","full mlp","pedro_mdes.yaml",2338103616,5395017,1131840576,965542,74.90227664,53.59523654,-0.37046957,-1.646025106,0.572553231,13.833272,4,0,0,0
"bench_model_000242.yaml","full mlp","pedro_mdes.yaml",1740622848,5327251,808140288,1929120,89.03458393,55.00429225,-0.389489651,-1.881669379,0.572140905,13.56232,4,0,0,0
"bench_model_000066.yaml","full c2f","pedro_mdes.yaml",1172710400,3349859,482208000,887840,64.64138412,54.36135364,-0.305608273,-1.692490381,0.572113419,14.618408,0,0,4,0
"bench_model_000196.yaml","full mlp","pedro_mdes.yaml",1779011264,4972201,849239744,1591734,116.3805711,53.90057135,-0.402691126,-2.018569049,0.571655282,13.55943,4,0,0,0
"bench_model_000752.yaml","full heterogeneous","pedro_mdes.yaml",2046186240,6281143,521102080,617060,57.12554765,52.50466299,-0.337445974,-1.367629694,0.598355036,14.609625,1,0,3,0
"bench_model_000690.yaml","full heterogeneous","pedro_mdes.yaml",3055801216,9510643,762199936,874304,57.79668534,54.73710489,-0.624363661,-1.915660739,0.574430962,14.406846,1,1,2,0
"bench_model_000876.yaml","full heterogeneous","pedro_mdes.yaml",2403171904,8575841,1172199744,4020926,35.34291112,60.20291543,-0.403860092,-2.053728846,0.562838077,13.86666,1,1,0,2
"bench_model_000592.yaml","full heterogeneous","pedro_mdes.yaml",1698783488,4866083,497392128,438400,61.25628829,49.13701344,-0.362059355,-1.578205244,0.538367614,13.939638,1,0,2,1
"bench_model_000222.yaml","full mlp","pedro_mdes.yaml",1552114048,4105835,630962048,763768,132.6561801,49.29427052,-0.405433178,-2.205650402,0.570305239,13.507245,4,0,0,0
"bench_model_000500.yaml","full heterogeneous","pedro_mdes.yaml",3007543040,7351471,1471307520,1646428,106.669719,56.38123417,-0.389301062,-1.948576628,0.600089389,14.132363,2,0,2,0
"bench_model_000834.yaml","full heterogeneous","pedro_mdes.yaml",2543475776,7947697,1004608576,2222174,59.98784578,58.13615417,-0.349642754,-1.785305069,0.587343898,13.905132,2,1,0,1
"bench_model_000216.yaml","full mlp","pedro_mdes.yaml",2497603200,5868611,1563397760,2465104,120.3268421,56.90094519,-0.359370708,-1.997038711,0.56881213,13.67634,4,0,0,0
"bench_model_000684.yaml","full heterogeneous","pedro_mdes.yaml",1264079360,3427451,576044800,980792,75.43530214,53.85930872,-0.379238129,-1.870271176,0.563512839,14.452214,1,1,2,0
"bench_model_000586.yaml","full heterogeneous","pedro_mdes.yaml",1139937216,2672109,653611456,991578,68.84018314,53.059515,-0.748345137,-2.547268929,0.567597692,13.390495,1,2,1,0
"bench_model_000568.yaml","full heterogeneous","pedro_mdes.yaml",1506185472,5492755,813012992,3016656,98.09470272,56.75684118,-0.365018845,-1.717848385,0.572625359,13.898675,2,0,1,1
"bench_model_000636.yaml","full heterogeneous","pedro_mdes.yaml",1780610176,5056591,842710656,1636956,56.12254417,57.04556656,-0.366098642,-1.874752917,0.542702586,13.713522,2,1,1,0
"bench_model_000144.yaml","full mlp","pedro_mdes.yaml",1339632064,4030073,417000384,678790,81.78453791,49.32549644,-0.373944521,-1.73462432,0.567600097,13.454483,4,0,0,0
"bench_model_000048.yaml","full c2f","pedro_mdes.yaml",785648640,2164131,301788160,495888,60.86832684,51.18802619,-0.272654295,-1.617644462,0.567430426,14.263678,0,0,4,0
"bench_model_000134.yaml","full mlp","pedro_mdes.yaml",1930121152,4645333,1003552192,1281762,126.6055665,52.94355488,-0.421641827,-1.993872454,0.56738711,13.598746,4,0,0,0
"bench_model_000810.yaml","full heterogeneous","pedro_mdes.yaml",1100241088,3599873,415483328,1157694,70.88670373,52.06452203,-0.356934786,-1.639224892,0.555781717,13.628892,1,0,1,2
"bench_model_000616.yaml","full heterogeneous","pedro_mdes.yaml",3361201408,9438919,1447548928,2262084,21.42622915,60.96831727,-0.539691925,-2.134239379,0.541029057,14.080211,0,2,0,2
"bench_model_000942.yaml","full heterogeneous","pedro_mdes.yaml",1980426240,5465847,767266560,998740,54.45061737,54.39570904,-0.537517309,-2.185353954,0.585918507,13.983598,0,2,2,0
"bench_model_000506.yaml","full heterogeneous","pedro_mdes.yaml",3806932224,8920463,2246747904,3128380,34.46473569,62.73989487,-0.505291462,-2.070155679,0.567869412,14.029073,1,2,0,1
"bench_model_000186.yaml","full mlp","pedro_mdes.yaml",1122917888,2812415,444936448,402876,90.522246,46.35681987,-0.39756465,-1.726838743,0.566169886,13.481659,4,0,0,0
"bench_model_000142.yaml","full mlp","pedro_mdes.yaml",1875264832,5568909,669854272,1125994,99.07747912,51.97133875,-0.387352467,-1.835439984,0.565897137,13.721288,4,0,0,0
"bench_model_000850.yaml","full heterogeneous","pedro_mdes.yaml",1018536576,2784331,338709376,369032,50.86904299,48.13510156,-0.355855703,-1.326581737,0.562212441,13.801979,2,0,1,1
"bench_model_000860.yaml","full heterogeneous","pedro_mdes.yaml",2216171968,6350217,692073408,692278,93.30397284,50.95761538,-0.459164381,-2.199139236,0.526425113,13.944994,2,1,1,0
"bench_model_000720.yaml","full heterogeneous","pedro_mdes.yaml",1475101184,4762363,542623744,1373448,44.31993032,55.7807734,-0.301805019,-1.491086862,0.56242235,14.433934,1,0,2,1
"bench_model_000234.yaml","full mlp","pedro_mdes.yaml",1552873984,3707579,868733184,1269240,113.6677709,52.30159807,-0.406476498,-1.844820953,0.564637317,13.576238,4,0,0,0
"bench_model_000892.yaml","full heterogeneous","pedro_mdes.yaml",1359776832,3233017,672151872,785718,40.99912286,53.75300336,-0.442371845,-1.884353174,0.569766934,13.74251,1,2,1,0
"bench_model_000880.yaml","full heterogeneous","pedro_mdes.yaml",1238488896,3018101,557635136,597682,95.25844514,49.02226758,-0.370808601,-1.752676663,0.555372694,13.587556,3,0,1,0
"bench_model_000574.yaml","full heterogeneous","pedro_mdes.yaml",1667043840,4375379,737530880,1014112,50.07877821,54.44261932,-0.487888098,-1.822982769,0.563446568,14.297048,1,1,1,1
"bench_model_000644.yaml","full heterogeneous","pedro_mdes.yaml",2933419520,7618115,1392591360,1895664,45.68385649,59.0084908,-0.410600662,-2.092216761,0.577280975,13.920807,1,1,0,2
"bench_model_000552.yaml","full heterogeneous","pedro_mdes.yaml",1781016064,5406791,569003264,940580,34.75861323,54.77295303,-0.45826745,-1.967247697,0.557200595,14.109969,0,2,1,1
"bench_model_000992.yaml","full heterogeneous","pedro_mdes.yaml",4078778624,8528147,2180634624,1430800,69.88173056,58.23763442,-0.467483521,-2.037099636,0.563589743,14.083643,2,2,0,0
"bench_model_000132.yaml","full mlp","pedro_mdes.yaml",1303498432,3018037,624080832,602098,117.3486686,48.18078232,-0.420846939,-1.933399076,0.562240845,13.490998,4,0,0,0
"bench_model_000584.yaml","full heterogeneous","pedro_mdes.yaml",1499205376,3999175,569433856,618708,57.71519411,52.58519483,-0.870090961,-1.958499714,0.5576058,13.901321,1,1,2,0
"bench_model_000628.yaml","full heterogeneous","pedro_mdes.yaml",1303154176,3717883,382498816,384264,59.07064617,47.86706305,-0.401605844,-1.78832415,0.566679703,14.085599,1,1,2,0
"bench_model_000950.yaml","full heterogeneous","pedro_mdes.yaml",1112488320,3047687,428757120,610628,50.15262341,51.18307948,-0.364642382,-1.736732594,0.571570593,13.611385,1,0,1,2
"bench_model_000160.yaml","full mlp","pedro_mdes.yaml",1266522496,2973119,586285696,556540,93.21731913,48.81962419,-0.406218529,-1.749117433,0.562073294,13.505065,4,0,0,0
"bench_model_000640.yaml","full heterogeneous","pedro_mdes.yaml",1279233280,3132679,593454080,691140,50.41459,52.24487901,-0.557884693,-2.113448951,0.568255265,13.953671,0,2,2,0
"bench_model_000740.yaml","full heterogeneous","pedro_mdes.yaml",1429836288,4582739,500313088,1207648,62.34979546,53.66435361,-0.340113163,-1.530800958,0.581644419,14.232535,1,0,2,1
"bench_model_000226.yaml","full mlp","pedro_mdes.yaml",965974400,2656591,483923840,997052,99.8859086,50.36604643,-0.389450073,-1.905125151,0.561664413,13.216655,4,0,0,0
"bench_model_000106.yaml","full c2f","pedro_mdes.yaml",2705934080,9202691,417253120,581712,53.98513144,53.41109896,-0.317186117,-1.629713905,0.561604267,14.582502,0,0,4,0
"bench_model_000734.yaml","full heterogeneous","pedro_mdes.yaml",2987272960,9429051,696948480,795272,54.81740683,54.79768705,-0.428845406,-1.85051599,0.569373447,14.727247,0,1,3,0
"bench_model_000224.yaml","full mlp","pedro_mdes.yaml",1277793024,3579371,362549504,260344,105.6618783,43.10685849,-0.427440405,-2.022903195,0.561483621,13.402658,4,0,0,0
"bench_model_000836.yaml","full heterogeneous","pedro_mdes.yaml",1128783936,2872017,447318336,453518,28.06955594,49.85301161,-0.637146473,-2.075340879,0.521534969,13.522373,1,1,0,2
"bench_model_000944.yaml","full heterogeneous","pedro_mdes.yaml",1222804480,3442947,531068160,971328,46.08482701,55.33778954,-0.331172228,-1.693255561,0.57139125,13.98522,0,0,3,1
"bench_model_000548.yaml","full heterogeneous","pedro_mdes.yaml",3165185088,8085957,1274419008,1015106,84.59098792,54.63881445,-0.416522026,-2.030513958,0.56427955,14.020507,2,0,1,1
"bench_model_000188.yaml","full mlp","pedro_mdes.yaml",1154903744,3104241,671038144,1429854,100.4954007,52.33135223,-0.366641521,-1.87431086,0.560569847,13.284755,4,0,0,0
"bench_model_000766.yaml","full heterogeneous","pedro_mdes.yaml",2293650496,6331745,766595136,655374,41.28437179,53.77429843,-0.354218483,-1.530078532,0.562031586,13.855347,1,0,1,2
"bench_model_000894.yaml","full heterogeneous","pedro_mdes.yaml",1206212608,3601547,516529408,1138248,61.99518156,54.18880439,-0.324992895,-1.831386492,0.598358752,14.337917,1,0,2,1
"bench_model_000816.yaml","full heterogeneous","pedro_mdes.yaml",2305759680,7331901,430491840,316346,74.8120811,46.99737406,-1.332581282,-1.970165133,0.566167353,14.574895,1,1,2,0
"bench_model_000932.yaml","full heterogeneous","pedro_mdes.yaml",2745627136,9200327,841198336,2052292,68.93893158,57.59011841,-0.376544476,-1.811739883,0.584643013,14.660245,1,1,2,0
"bench_model_000642.yaml","full heterogeneous","pedro_mdes.yaml",1124943936,3622189,632527936,1905818,46.38289875,56.47732019,-0.334518671,-1.806897904,0.541841134,13.465443,1,0,1,2
"bench_model_000168.yaml","full mlp","pedro_mdes.yaml",1904533248,5136851,702284288,711856,94.36520743,50.50867438,-0.39689517,-1.916909416,0.559050929,13.713168,4,0,0,0
"bench_model_000042.yaml","full c2f","pedro_mdes.yaml",1602708480,4839403,398165760,409928,59.73475021,51.18654633,-0.329221725,-1.544088396,0.55875324,14.575942,0,0,4,0
"bench_model_000666.yaml","full heterogeneous","pedro_mdes.yaml",1240138560,3853717,550242880,1382098,42.92904252,54.89437914,-0.312580585,-1.753761007,0.553606361,14.419346,1,0,1,2
"bench_model_000014.yaml","full c2f","pedro_mdes.yaml",925607680,2576891,247626240,167352,56.87708688,45.11199212,-0.320473433,-1.353538223,0.558539251,14.374623,0,0,4,0
"bench_model_000212.yaml","full mlp","pedro_mdes.yaml",848812864,2085145,370210624,439430,90.43588245,46.33192706,-0.445942879,-1.735362988,0.558516514,13.169552,4,0,0,0
"bench_model_000760.yaml","full heterogeneous","pedro_mdes.yaml",3442274560,9834115,1142928640,1160656,41.1466735,57.70470071,-0.555989265,-2.000959559,0.565558656,14.173688,0,1,2,1
"bench_model_000782.yaml","full heterogeneous","pedro_mdes.yaml",1352499200,3923363,423959040,549040,37.3108539,52.58757782,-0.40884161,-1.927745863,0.557303544,13.686221,0,1,2,1
"bench_model_000570.yaml","full heterogeneous","pedro_mdes.yaml",1568471104,5073825,363923264,636286,41.81880826,51.77485418,-0.380231142,-1.497702544,0.559863011,14.30119,1,0,2,1
"bench_model_000730.yaml","full heterogeneous","pedro_mdes.yaml",1981969280,6692823,767368320,2210484,74.23522067,55.99018931,-0.378200293,-1.825962651,0.546938716,13.804247,2,1,0,1
"bench_model_000138.yaml","full mlp","pedro_mdes.yaml",900650560,2156541,421715520,505194,69.32661664,47.60018706,-0.399524212,-1.677679961,0.5575474,13.232258,4,0,0,0
"bench_model_000914.yaml","full heterogeneous","pedro_mdes.yaml",1340650176,3794729,418018496,443446,69.13287497,49.81525922,-0.475581408,-1.967385135,0.565169155,14.165379,1,1,2,0
"bench_model_000558.yaml","full heterogeneous","pedro_mdes.yaml",1608163072,5403015,403615232,965476,77.26127422,51.41892648,-0.37647295,-1.549888149,0.553249531,14.262655,2,0,1,1
"bench_model_000052.yaml","full c2f","pedro_mdes.yaml",685338880,1824667,206897920,176392,49.46232128,46.08141851,-0.289352894,-1.437483702,0.557082185,14.180376,0,0,4,0
"bench_model_000208.yaml","full mlp","pedro_mdes.yaml",904993728,2638845,423593408,975210,108.1173706,49.42983675,-0.357379913,-1.906082087,0.557061037,13.179877,4,0,0,0
"bench_model_000846.yaml","full heterogeneous","pedro_mdes.yaml",2734443264,9099375,1783252224,5629052,63.00485146,61.47667575,-0.446982861,-2.09079382,0.53640879,13.774022,2,1,0,1
"bench_model_000562.yaml","full heterogeneous","pedro_mdes.yaml",1755522304,3973495,828958464,614532,41.8037293,53.33572197,-0.327289343,-1.546130566,0.536198131,13.896906,1,0,2,1
"bench_model_000076.yaml","full c2f","pedro_mdes.yaml",2210622720,7324939,332400640,293256,57.70905042,48.68337417,-0.353171349,-1.483558697,0.555202687,14.513446,0,0,4,0
"bench_model_000622.yaml","full heterogeneous","pedro_mdes.yaml",4229093312,9915381,1935502272,1302082,78.91121495,57.04369831,-0.382980347,-1.807641555,0.571487646,14.193179,1,0,2,1
"bench_model_000434.yaml","full maxvit","pedro_mdes.yaml",2814973440,8109635,1267576320,2348272,19.92635664,60.68822193,-0.322369576,-1.716662789,0.554099919,13.931692,0,0,0,4
"bench_model_000458.yaml","full maxvit","pedro_mdes.yaml",1453597440,3932307,529248000,580256,16.75309521,52.88471627,-0.361965656,-1.434295765,0.554093908,13.586349,0,0,0,4
"bench_model_000024.yaml","full c2f","pedro_mdes.yaml",735720960,2361059,250872320,685136,66.00050032,50.57174134,-0.352041245,-1.600498767,0.552724076,14.158135,0,0,4,0
"bench_model_000736.yaml","full heterogeneous","pedro_mdes.yaml",1932322304,5140935,724338944,708772,40.7914657,54.07854271,-0.413912296,-1.90829799,0.550250692,14.488782,0,1,2,1
"bench_model_000002.yaml","full c2f","pedro_mdes.yaml",681008640,2041395,199447040,380320,62.23288786,48.62567759,-0.282152176,-1.557504967,0.552422114,14.070835,0,0,4,0
"bench_model_000022.yaml","full c2f","pedro_mdes.yaml",2439066880,8046907,542392320,940344,57.51695752,55.87488508,-0.314458847,-1.607218793,0.552206069,14.665593,0,0,4,0
"bench_model_000598.yaml","full heterogeneous","pedro_mdes.yaml",2838009088,9397663,544407808,761324,38.10393912,54.46747184,-0.524100065,-2.031752108,0.551627275,14.412147,0,2,2,0
"bench_model_000726.yaml","full heterogeneous","pedro_mdes.yaml",3397567232,9490719,1491292672,2340380,21.06952214,59.94138813,-0.419107914,-2.316659806,0.514491007,14.091444,0,2,0,2
"bench_model_000056.yaml","full c2f","pedro_mdes.yaml",645706240,1792819,168087040,148640,58.760144,43.49603534,-0.352082491,-1.290411838,0.551726185,14.142568,0,0,4,0
"bench_model_000742.yaml","full heterogeneous","pedro_mdes.yaml",1400231360,5001805,469476800,1618266,74.09500349,54.14869261,-0.44810462,-1.83333343,0.585141603,13.701042,1,1,1,1
"bench_model_000948.yaml","full heterogeneous","pedro_mdes.yaml",3898920192,7897959,2350542592,2142740,57.29878056,60.53854179,-0.4590168,-2.123853365,0.55632187,13.981432,2,2,0,0
"bench_model_000522.yaml","full heterogeneous","pedro_mdes.yaml",2020177920,6994115,485893120,1264496,45.01794881,53.04341364,-0.726446152,-2.060772379,0.57900298,14.067358,0,1,2,1
"bench_model_000036.yaml","full c2f","pedro_mdes.yaml",889532160,2593563,210731520,181464,49.85126859,46.02178311,-0.374874592,-1.350758343,0.551163803,14.214663,0,0,4,0
"bench_model_000848.yaml","full heterogeneous","pedro_mdes.yaml",2208782080,4585503,1277292800,1201964,65.61227143,55.36734819,-0.588385105,-2.386421162,0.549702621,13.958675,1,2,1,0
"bench_model_000986.yaml","full heterogeneous","pedro_mdes.yaml",2611732480,8921747,1061698560,3127616,36.83805776,59.04666972,-0.527436733,-2.571206861,0.574462841,14.206471,0,2,1,1
"bench_model_000198.yaml","full mlp","pedro_mdes.yaml",842070784,2172687,363629824,524412,115.0857055,46.21156406,-0.433670759,-2.051218327,0.549693654,13.152931,4,0,0,0
"bench_model_000594.yaml","full heterogeneous","pedro_mdes.yaml",1987781184,5776629,774042944,1299666,31.72153687,55.69853282,-0.451788902,-2.210441132,0.55067593,13.802628,1,2,0,1
"bench_model_000200.yaml","full mlp","pedro_mdes.yaml",1439049856,4482215,512724096,1112500,83.91872907,51.46722436,-0.363384724,-1.707450416,0.549302862,13.472231,4,0,0,0
"bench_model_000110.yaml","full c2f","pedro_mdes.yaml",1204504320,4092883,275715840,713184,70.25905657,51.07774282,-0.359654188,-1.726937053,0.549085443,14.300009,0,0,4,0
"bench_model_000526.yaml","full heterogeneous","pedro_mdes.yaml",1031368704,3302475,546192384,1625528,101.6526036,53.2314086,-0.358686924,-1.816417007,0.549851063,13.9063015,2,0,1,1
"bench_model_000886.yaml","full heterogeneous","pedro_mdes.yaml",779179392,2008207,299094912,351740,50.92327291,47.54893017,-0.402164459,-1.694563656,0.502207598,13.51635,1,0,2,1
"bench_model_000466.yaml","full maxvit","pedro_mdes.yaml",2192611840,5306987,982903040,864072,17.89174801,56.00091481,-0.346458912,-1.46713198,0.546848913,13.887719,0,0,0,4
"bench_model_000030.yaml","full c2f","pedro_mdes.yaml",674188800,1842499,195586560,196784,64.8291589,45.09352827,-0.36656189,-1.363516433,0.54638206,14.197338,0,0,4,0
"bench_model_000712.yaml","full heterogeneous","pedro_mdes.yaml",1592949120,3608615,674508160,281908,61.34913862,46.83142853,-0.581315517,-1.906029326,0.537161191,13.804571,1,1,2,0
"bench_model_000176.yaml","full mlp","pedro_mdes.yaml",1215949440,2887695,537351040,474316,112.8601997,46.93162084,-0.400067806,-2.185404806,0.545948083,13.483891,4,0,0,0
"bench_model_000564.yaml","full heterogeneous","pedro_mdes.yaml",3575906048,9790007,1283129088,1163908,31.29706842,57.13322926,-0.414605141,-2.221495063,0.551728383,14.344726,0,2,1,1
"bench_model_000596.yaml","full heterogeneous","pedro_mdes.yaml",1539665216,4816869,605464896,1420274,31.99109554,55.44932699,-0.580412149,-2.030000395,0.53968968,13.589563,1,2,0,1
