"model","category","data","mac full","param full","mac backbone","param backbone","zen score","az-expressivity","az-progressivity","az-trainability","mAP50-95","meco","mlps","mambas","c2fs","maxvits"
"bench_model_000970.yaml","full heterogeneous","pedro_vtei.yaml",716233792,2413201,234011712,747006,40.78840864,49.60991716,-0.526267529,-1.757305163,0.483576545,13.197248,2,2,0,0
"bench_model_000258.yaml","full mamba","pedro_vtei.yaml",2879642112,9254619,597107712,649000,19.47021145,52.03724384,-0.615318537,-2.637100083,0.484852878,13.924257,0,4,0,0
"bench_model_000350.yaml","full mamba","pedro_vtei.yaml",2097727232,5292395,887729152,843208,19.88158312,55.01178503,-0.47439003,-2.465414751,0.513650088,13.882047,0,4,0,0
"bench_model_000438.yaml","full maxvit","pedro_vtei.yaml",1558329600,4335907,628066560,956208,17.98724264,55.20301199,-0.336381912,-1.569230261,0.499589723,13.620371,0,0,0,4
"bench_model_000414.yaml","full maxvit","pedro_vtei.yaml",2932547840,9605779,642223360,972000,18.23190618,55.535712,-0.361707449,-1.520095165,0.498927381,13.948922,0,0,0,4
"bench_model_000262.yaml","full mamba","pedro_vtei.yaml",2611461120,6870875,1075220480,1159688,20.54352826,56.51203275,-0.551314831,-2.595255043,0.524040063,13.899852,0,4,0,0
"bench_model_000408.yaml","full maxvit","pedro_vtei.yaml",2210247680,7752051,666777600,1990688,19.29373944,57.53065562,-0.35990715,-1.828469827,0.498558209,13.785298,0,0,0,4
"bench_model_000784.yaml","full heterogeneous","pedro_vtei.yaml",678803456,2003883,199213056,352024,45.46455216,46.76318479,-0.449287653,-1.866966165,0.523586414,13.883244,1,1,2,0
"bench_model_000968.yaml","full heterogeneous","pedro_vtei.yaml",2977615104,9467931,1421017344,3644104,32.06767696,60.88202167,-0.385231495,-2.5554324,0.486064186,13.902202,1,2,0,1
"bench_model_000498.yaml","full maxvit","pedro_vtei.yaml",1799791360,4735827,865591040,1341536,18.71804899,57.42507386,-0.334438324,-1.650924049,0.497742618,13.693117,0,0,0,4
"bench_model_000486.yaml","full maxvit","pedro_vtei.yaml",2386795520,6994483,851210240,1282272,18.72853717,57.48265362,-0.328922749,-1.532345723,0.497526255,13.8541155,0,0,0,4
"bench_model_000316.yaml","full mamba","pedro_vtei.yaml",2058474496,7238999,515004416,1474564,21.06059906,56.29760027,-0.555571795,-2.329651021,0.495216386,13.780007,0,4,0,0
"bench_model_000298.yaml","full mamba","pedro_vtei.yaml",1370315008,4301115,440543488,920648,19.90106651,53.72253084,-0.696200371,-2.393895376,0.487774223,13.610992,0,4,0,0
"bench_model_000940.yaml","full heterogeneous","pedro_vtei.yaml",1023333632,2817519,342479872,395180,49.62184405,48.32389808,-0.523851633,-2.435838064,0.516226817,13.442474,1,2,0,1
"bench_model_000614.yaml","full heterogeneous","pedro_vtei.yaml",1342039808,3760539,419164928,413096,18.07853368,49.6297195,-1.020490885,-2.297460817,0.461118442,13.5232315,0,2,0,2
"bench_model_000534.yaml","full heterogeneous","pedro_vtei.yaml",1419159296,3776143,496775936,427932,18.3152324,50.50062561,-0.518166542,-2.207461948,0.532865142,13.566844,0,3,0,1
"bench_model_000432.yaml","full maxvit","pedro_vtei.yaml",1003485440,2763499,323450880,343720,15.68045312,49.20535517,-0.380591869,-1.392820759,0.496647472,13.49321,0,0,0,4
"bench_model_000250.yaml","full mamba","pedro_vtei.yaml",3116301056,9905595,812854016,1215496,21.09437388,56.51996589,-0.690529823,-2.634920029,0.499482903,13.981432,0,4,0,0
"bench_model_000580.yaml","full heterogeneous","pedro_vtei.yaml",3137626880,8563387,1239472640,1445304,20.2222445,58.63441396,-0.379345894,-1.840657433,0.537241095,14.06885,0,1,0,3
"bench_model_000378.yaml","full maxvit","pedro_vtei.yaml",3027287040,8266803,1477918720,2496224,20.21085683,61.25917864,-0.327834129,-1.719447491,0.49594587,13.974631,0,0,0,4
"bench_model_000602.yaml","full heterogeneous","pedro_vtei.yaml",1134171136,3528287,214498816,195436,27.33692899,46.01159239,-0.710342884,-1.914746838,0.519651373,13.530492,0,3,1,0
"bench_model_000420.yaml","full maxvit","pedro_vtei.yaml",1259664640,3637603,339744000,301680,15.36192834,48.88064075,-0.368551731,-1.443074766,0.494472077,13.501567,0,0,0,4
"bench_model_000538.yaml","full heterogeneous","pedro_vtei.yaml",1009182208,2805351,327711488,381092,30.77676702,48.91382098,-0.678611994,-2.18222906,0.489505812,14.25732,0,2,1,1
"bench_model_000318.yaml","full mamba","pedro_vtei.yaml",1007824640,2857443,323688960,426784,18.86716139,50.5905757,-0.709498882,-2.314934942,0.479126274,13.542336,0,4,0,0
"bench_model_000476.yaml","full maxvit","pedro_vtei.yaml",1144506880,3020131,460168960,590752,16.66859427,52.52272606,-0.351509571,-1.434854371,0.49332159,13.546951,0,0,0,4
"bench_model_000814.yaml","full heterogeneous","pedro_vtei.yaml",745609920,1996185,266019520,344326,62.13480222,46.95353866,-0.836382866,-2.345130793,0.521047614,13.285842,1,2,1,0
"bench_model_000802.yaml","full heterogeneous","pedro_vtei.yaml",1376991488,3932831,450179328,570796,18.66067654,52.20840597,-0.663820505,-1.917577897,0.51780295,13.551128,0,2,0,2
"bench_model_000926.yaml","full heterogeneous","pedro_vtei.yaml",843301696,2007209,364205376,358422,27.46117717,48.107517,-0.450779915,-1.869425071,0.47575709,13.247621,1,1,0,2
"bench_model_000728.yaml","full heterogeneous","pedro_vtei.yaml",1823709440,5048031,618877440,612284,18.8579922,52.1980176,-0.494277477,-2.281641575,0.498994508,13.767328,0,3,0,1
"bench_model_000416.yaml","full maxvit","pedro_vtei.yaml",1473085440,3931339,547996160,576984,16.87096271,52.93912697,-0.337848186,-1.529739516,0.493003873,13.594764,0,0,0,4
"bench_model_000566.yaml","full heterogeneous","pedro_vtei.yaml",1931166720,6060475,410019840,411752,17.96431109,49.92049623,-0.562204123,-2.318125857,0.475456024,13.71988,0,2,0,2
"bench_model_000294.yaml","full mamba","pedro_vtei.yaml",3132137216,9165783,1218479616,1978580,21.82151604,59.71184111,-0.554019451,-2.647716107,0.513944577,14.040636,0,4,0,0
"bench_model_000280.yaml","full mamba","pedro_vtei.yaml",1534407424,4342015,839181824,1855676,20.94531232,56.45771313,-0.633833885,-2.805728246,0.479818082,13.652144,0,4,0,0
"bench_model_000404.yaml","full maxvit","pedro_vtei.yaml",2156368640,5563203,944066560,1096096,18.5570069,56.60260868,-0.3329494,-1.570820385,0.492214056,13.883244,0,0,0,4
"bench_model_000288.yaml","full mamba","pedro_vtei.yaml",1162455552,2959351,478936832,532532,18.76841742,50.85637784,-0.586474657,-2.556511651,0.472269427,13.592767,0,4,0,0
"bench_model_000276.yaml","full mamba","pedro_vtei.yaml",2426333184,6996267,889426944,1261528,20.74912095,55.67412639,-0.747909784,-2.679756275,0.51246836,13.840476,0,4,0,0
"bench_model_000268.yaml","full mamba","pedro_vtei.yaml",2290496512,5431751,1076768512,970916,20.22775117,56.25610971,-0.522593498,-2.450808627,0.503929931,13.900146,0,4,0,0
"bench_model_000460.yaml","full maxvit","pedro_vtei.yaml",1612592640,4963259,677647360,1555144,18.82088608,56.91037583,-0.320633888,-1.666734879,0.490191913,13.630048,0,0,0,4
"bench_model_000468.yaml","full maxvit","pedro_vtei.yaml",1867052800,5083683,661642240,643456,17.34957066,53.4156878,-0.357498169,-1.527963737,0.48924142,13.812627,0,0,0,4
"bench_model_000406.yaml","full maxvit","pedro_vtei.yaml",1153648640,3126931,468076800,689872,17.13256997,53.30910635,-0.327923298,-1.585332633,0.488706416,13.551128,0,0,0,4
"bench_model_000480.yaml","full maxvit","pedro_vtei.yaml",3069420800,8768731,1169059840,1654104,19.2697683,59.29306364,-0.342153549,-1.5639727,0.488604575,14.050298,0,0,0,4
"bench_model_000832.yaml","full heterogeneous","pedro_vtei.yaml",756816640,1969155,277720320,318832,29.65709001,48.06211281,-0.412874937,-1.717187582,0.50380511,14.138174,0,1,1,2
"bench_model_000674.yaml","full heterogeneous","pedro_vtei.yaml",743156928,2089333,263566528,435938,60.31873763,47.45435548,-0.383479834,-1.937598442,0.507562821,13.19487,1,1,1,1
"bench_model_000282.yaml","full mamba","pedro_vtei.yaml",2096887808,6429791,569832448,753420,19.53959763,52.10585809,-1.001412392,-2.818934856,0.489405813,13.825381,0,4,0,0
"bench_model_000868.yaml","full heterogeneous","pedro_vtei.yaml",1319741440,3889867,396126720,537816,23.91206807,50.80007768,-0.56695056,-2.228201294,0.494738122,14.154494,0,2,1,1
"bench_model_000430.yaml","full maxvit","pedro_vtei.yaml",2100806400,7105499,564230400,1377928,18.60694236,56.14691877,-0.320115089,-1.693980438,0.486313635,13.763628,0,0,0,4
"bench_model_000958.yaml","full heterogeneous","pedro_vtei.yaml",1598433024,4098355,671615744,729408,50.96528316,52.26629663,-0.457591057,-2.316860727,0.508842702,13.538545,1,2,0,1
"bench_model_000390.yaml","full maxvit","pedro_vtei.yaml",3012556800,7877187,1125111040,816704,17.95652252,55.89966273,-0.339876652,-1.432651717,0.485319455,14.052068,0,0,0,4
"bench_model_000308.yaml","full mamba","pedro_vtei.yaml",1201155840,3339803,510855680,874584,20.32041392,54.71326685,-0.570939541,-2.368573994,0.485977141,13.619982,0,4,0,0
"bench_model_000424.yaml","full maxvit","pedro_vtei.yaml",1696384000,4895675,494135040,470680,16.54980409,51.73970771,-0.369700193,-1.39247828,0.484793107,13.757543,0,0,0,4
"bench_model_000652.yaml","full heterogeneous","pedro_vtei.yaml",1139583488,3674383,219911168,341532,39.48453563,47.02033854,-0.463364124,-1.81826385,0.47050225,13.445258,1,2,0,1
"bench_model_000324.yaml","full mamba","pedro_vtei.yaml",1633538560,3846291,710420480,500384,18.65064922,51.21274543,-0.530181408,-2.761149878,0.493335872,13.631588,0,4,0,0
"bench_model_000278.yaml","full mamba","pedro_vtei.yaml",704304896,2102339,223232256,439728,18.45836699,47.46959662,-0.953833818,-2.39623107,0.48801987,13.175032,0,4,0,0
"bench_model_000812.yaml","full heterogeneous","pedro_vtei.yaml",2132375808,6748647,599081728,1037460,19.88024399,54.35429454,-1.263241053,-2.037371612,0.510096429,13.797428,0,2,0,2
"bench_model_000260.yaml","full mamba","pedro_vtei.yaml",1065887488,2915775,382980608,487036,18.80704114,50.34373641,-0.666776657,-2.444764527,0.4684658,13.578673,0,4,0,0
"bench_model_000340.yaml","full mamba","pedro_vtei.yaml",1576243712,4303203,646223872,917360,20.08647537,54.43888688,-0.467970371,-2.471315079,0.504427814,13.652898,0,4,0,0
"bench_model_000632.yaml","full heterogeneous","pedro_vtei.yaml",859536512,2076419,378963072,421488,51.51663136,48.55545235,-0.389188528,-2.203257541,0.505253734,13.236835,1,1,1,1
"bench_model_000808.yaml","full heterogeneous","pedro_vtei.yaml",1652794880,4848623,449977600,432588,17.65511957,51.56139946,-0.351562977,-1.53042925,0.521475526,13.775688,0,1,0,3
"bench_model_000496.yaml","full maxvit","pedro_vtei.yaml",2116437760,6795003,582493440,1090984,18.18317613,55.61098647,-0.339977264,-1.588490923,0.481924996,13.767664,0,0,0,4
"bench_model_000426.yaml","full maxvit","pedro_vtei.yaml",1005340160,2974067,517532160,1284320,18.14878792,55.24947977,-0.341272831,-1.673199228,0.481062328,13.337732,0,0,0,4
"bench_model_000336.yaml","full mamba","pedro_vtei.yaml",745759488,2324715,263376128,659544,18.66596508,49.6033752,-0.52617383,-2.59740268,0.467629819,13.203759,0,4,0,0
"bench_model_000382.yaml","full maxvit","pedro_vtei.yaml",2002195200,5529475,789893120,1062368,18.40022373,56.20899487,-0.34411335,-1.574544575,0.480506425,13.844214,0,0,0,4
"bench_model_000304.yaml","full mamba","pedro_vtei.yaml",2149441280,6227419,625337600,560264,19.24838054,51.80265212,-0.49309063,-2.587221781,0.472659431,13.811021,0,4,0,0
"bench_model_000824.yaml","full heterogeneous","pedro_vtei.yaml",1208542720,3675059,287882240,334528,17.4867706,47.65134287,-0.621131659,-2.505310656,0.448439388,13.446184,0,2,0,2
"bench_model_000630.yaml","full heterogeneous","pedro_vtei.yaml",2437168896,8049363,890742016,2266496,41.21967638,57.42417789,-0.368164301,-2.350635976,0.497052291,13.784969,1,2,0,1
"bench_model_000748.yaml","full heterogeneous","pedro_vtei.yaml",1008168960,2983039,325054720,549820,27.00199121,50.61300778,-0.728077888,-2.114834726,0.481769244,14.150152,0,1,1,2
"bench_model_000412.yaml","full maxvit","pedro_vtei.yaml",804733440,1942995,325803520,296256,15.01476419,48.40373826,-0.346354246,-1.362939509,0.479246364,13.249313,0,0,0,4
"bench_model_000454.yaml","full maxvit","pedro_vtei.yaml",2594257920,7075187,1057361920,1361952,18.92136109,58.27292085,-0.323067188,-1.552322379,0.479199919,13.902202,0,0,0,4
"bench_model_000446.yaml","full maxvit","pedro_vtei.yaml",2196583680,6946091,661978880,1230808,18.56311837,56.37610936,-0.361366749,-1.621052492,0.476818157,13.802628,0,0,0,4
"bench_model_000738.yaml","full heterogeneous","pedro_vtei.yaml",637501440,1857139,158566400,205792,23.41542721,44.90121555,-0.831465244,-2.087166507,0.460192561,13.105258,0,2,1,1
"bench_model_000254.yaml","full mamba","pedro_vtei.yaml",1671337472,4257775,740344832,884988,19.73907092,53.90641212,-1.000236511,-2.859108566,0.500551997,13.639251,0,4,0,0
"bench_model_000436.yaml","full maxvit","pedro_vtei.yaml",1534042880,4731907,334950400,316768,15.67932126,48.96050811,-0.380901098,-1.484502222,0.475035668,13.694201,0,0,0,4
"bench_model_000608.yaml","full heterogeneous","pedro_vtei.yaml",1262417152,3236779,574180352,791400,28.78936774,54.17749119,-0.520605803,-1.944692878,0.50354915,14.314685,0,2,1,1
"bench_model_000448.yaml","full maxvit","pedro_vtei.yaml",1763182080,5805675,548291840,1319752,18.54476586,55.70426106,-0.364123106,-1.646137212,0.472561872,13.760927,0,0,0,4
"bench_model_000266.yaml","full mamba","pedro_vtei.yaml",1443176448,4742079,510202368,1344716,20.24416536,54.42494297,-0.444750786,-2.726907665,0.522720091,13.572165,0,4,0,0
"bench_model_000400.yaml","full maxvit","pedro_vtei.yaml",1708911360,5056051,774209280,1644096,18.95569703,57.25391221,-0.31716609,-1.713884177,0.471125642,13.668217,0,0,0,4
"bench_model_000358.yaml","full mamba","pedro_vtei.yaml",787801856,2167119,304763136,502972,18.8599939,50.35167146,-0.809146166,-2.34272021,0.508305509,13.302549,0,4,0,0
"bench_model_000662.yaml","full heterogeneous","pedro_vtei.yaml",795202560,2230659,313635840,564976,18.01830509,50.61102104,-0.399008036,-1.761755216,0.455807765,13.252689,0,1,0,3
"bench_model_000310.yaml","full mamba","pedro_vtei.yaml",1008659968,2882507,327598848,457608,18.41247827,46.31918991,-1.722684979,-3.353790862,0.496328696,13.498935,0,4,0,0
"bench_model_000300.yaml","full mamba","pedro_vtei.yaml",1047017984,2901899,557233664,1199864,20.43689635,54.54298711,-0.749850035,-2.775499257,0.494629687,13.348,0,4,0,0
"bench_model_000790.yaml","full heterogeneous","pedro_vtei.yaml",1515684032,5080993,314581952,656894,64.97329855,49.77810049,-0.384338379,-1.622283345,0.542212711,14.252371,1,0,1,2
"bench_model_000292.yaml","full mamba","pedro_vtei.yaml",904844032,2804723,416869632,1112928,20.10549003,53.59907246,-0.671521425,-2.395096429,0.470918788,13.336184,0,4,0,0
"bench_model_000368.yaml","full mamba","pedro_vtei.yaml",882811136,2208847,398784256,538556,19.19429395,49.67333698,-2.242511272,-2.512266743,0.507033845,13.307879,0,4,0,0
"bench_model_000366.yaml","full mamba","pedro_vtei.yaml",2139450112,6312251,612069632,637928,19.44189656,52.84333205,-0.500201464,-2.493363995,0.510864777,13.787604,0,4,0,0
"bench_model_000474.yaml","full maxvit","pedro_vtei.yaml",973131520,3029419,485484800,1337112,18.16258526,54.92971611,-0.334191799,-1.673331029,0.461821331,13.323703,0,0,0,4
"bench_model_000440.yaml","full maxvit","pedro_vtei.yaml",973131520,3029419,485484800,1337112,18.15336511,54.96784115,-0.335418701,-1.649383511,0.461821331,13.323703,0,0,0,4
"bench_model_000472.yaml","full maxvit","pedro_vtei.yaml",1050474240,2919771,367976960,490392,16.42993611,51.15708661,-0.376368999,-1.528427338,0.461501028,13.515054,0,0,0,4
"bench_model_000878.yaml","full heterogeneous","pedro_vtei.yaml",1247672320,4287283,554287360,1800944,18.80875194,56.24031591,-0.352425814,-1.716148704,0.468461051,13.572573,0,0,0,4
"bench_model_000360.yaml","full mamba","pedro_vtei.yaml",1370945536,3855907,447330816,503856,18.79660323,49.00189066,-1.571549177,-2.786782571,0.470173054,13.578673,0,4,0,0
"bench_model_000984.yaml","full heterogeneous","pedro_vtei.yaml",859819520,2215059,377602560,553472,17.98254073,51.5284934,-0.407126665,-1.785355851,0.429265616,13.286928,0,1,0,3
"bench_model_000704.yaml","full heterogeneous","pedro_vtei.yaml",711409920,2101283,230337280,438672,34.35970879,47.91851306,-1.316372395,-1.989617704,0.472639343,13.239684,0,1,1,2
"bench_model_000620.yaml","full heterogeneous","pedro_vtei.yaml",751896832,2141011,270501632,481984,29.11055493,49.25876117,-0.403039455,-1.74301608,0.429778238,13.958398,0,1,1,2
"bench_model_000338.yaml","full mamba","pedro_vtei.yaml",717224192,2070507,236812032,414552,18.07119843,46.2958492,-1.736844897,-3.133480049,0.45994552,13.183496,0,4,0,0
"bench_model_000484.yaml","full maxvit","pedro_vtei.yaml",1427150080,3913923,502795520,557264,16.86460784,52.28310704,-0.361594677,-1.474434517,0.45822642,13.580699,0,0,0,4
"bench_model_000344.yaml","full mamba","pedro_vtei.yaml",726071552,1945791,245659392,289836,18.03901857,46.80880404,-1.010905981,-2.561611676,0.472639047,13.183496,0,4,0,0
"bench_model_000364.yaml","full mamba","pedro_vtei.yaml",703510528,1903211,223592448,250328,17.85925674,46.14394367,-1.389460921,-2.345440287,0.435463929,13.180481,0,4,0,0
"bench_model_000450.yaml","full maxvit","pedro_vtei.yaml",815013120,2062587,334600960,406632,15.90408403,49.96653128,-0.336820841,-1.553061698,0.453691897,13.257733,0,0,0,4
"bench_model_000930.yaml","full heterogeneous","pedro_vtei.yaml",687756800,1848583,209809920,203380,17.03733799,45.18543625,-1.051360369,-2.130064802,0.459135257,13.226507,0,3,0,1
"bench_model_000840.yaml","full heterogeneous","pedro_vtei.yaml",849718528,2412747,366674688,742456,18.5525105,51.19205594,-0.687094212,-2.121623713,0.44502793,13.277657,0,2,0,2
"bench_model_000074.yaml","full c2f","pedro_vtei.yaml",552227840,1694915,77235200,58928,40.76419467,38.33142257,-0.340127707,-1.375878041,0.450189201,13.762616,0,0,4,0
"bench_model_000494.yaml","full maxvit","pedro_vtei.yaml",1891481600,6247059,368358400,573760,16.81797138,51.44260788,-0.367158651,-1.501374297,0.449982073,13.707123,0,0,0,4
"bench_model_000362.yaml","full mamba","pedro_vtei.yaml",771270656,1992619,291352576,339736,17.86486006,46.86047077,-0.595956564,-2.973792766,0.462145417,13.180481,0,4,0,0
"bench_model_000256.yaml","full mamba","pedro_vtei.yaml",745410560,2079987,264837120,425056,18.02366117,48.13592362,-0.512257338,-2.657919505,0.443171539,13.190097,0,4,0,0
"bench_model_000314.yaml","full mamba","pedro_vtei.yaml",888344064,2528859,211798784,123800,16.71571857,41.45559216,-1.402040958,-2.777813778,0.440955498,13.405073,0,4,0,0
"bench_model_000456.yaml","full maxvit","pedro_vtei.yaml",949552640,2880051,462727680,1191840,17.94253451,54.48139119,-0.334491253,-1.670815804,0.444021236,13.316877,0,0,0,4
"bench_model_000332.yaml","full mamba","pedro_vtei.yaml",731084288,1920399,252482048,274684,17.36673272,45.52604747,-1.263668299,-2.795058744,0.499455622,13.244793,0,4,0,0
"bench_model_000410.yaml","full maxvit","pedro_vtei.yaml",1881080320,6129123,359928320,468112,16.38155448,50.822685,-0.374121189,-1.509152074,0.443227162,13.70355,0,0,0,4
"bench_model_000452.yaml","full maxvit","pedro_vtei.yaml",760578560,1863187,282959360,219008,14.4947736,46.57033229,-0.357468128,-1.30852798,0.442984856,13.221883,0,0,0,4
"bench_model_000264.yaml","full mamba","pedro_vtei.yaml",1014160640,2907987,331658240,472848,18.87393057,48.61699438,-1.211303711,-2.740177557,0.443141281,13.502005,0,4,0,0
"bench_model_000866.yaml","full heterogeneous","pedro_vtei.yaml",883439360,2827999,202170880,400540,17.94728819,47.76044035,-0.954748869,-2.046634397,0.420177761,13.439682,0,2,0,2
"bench_model_000444.yaml","full maxvit","pedro_vtei.yaml",1031993600,2788523,351139840,368104,15.84739029,50.10262227,-0.326987267,-1.47922978,0.439852256,13.507245,0,0,0,4
"bench_model_000520.yaml","full heterogeneous","pedro_vtei.yaml",1034391040,3444887,346346240,984788,24.62941837,53.08507586,-0.437604427,-2.313057268,0.460137516,14.039358,0,2,1,1
"bench_model_000706.yaml","full heterogeneous","pedro_vtei.yaml",640356864,1812047,163393024,168380,28.03812373,43.12585688,-0.741416216,-1.883167138,0.435993826,13.924831,0,2,1,1
"bench_model_000356.yaml","full mamba","pedro_vtei.yaml",672875008,1891279,194272768,245564,17.22116819,45.17497468,-0.680683374,-2.498872068,0.463822202,13.169552,0,4,0,0
"bench_model_000428.yaml","full maxvit","pedro_vtei.yaml",1071863040,3075083,387722240,636744,17.00189611,52.17945194,-0.356786251,-1.587213561,0.427283129,13.522802,0,0,0,4
"bench_model_000388.yaml","full maxvit","pedro_vtei.yaml",991247360,2692531,312239360,277872,15.21813679,48.13777065,-0.374385595,-1.368206726,0.421291221,13.487451,0,0,0,4
"bench_model_000306.yaml","full mamba","pedro_vtei.yaml",671400960,1882903,192465920,231556,17.64153767,45.33334923,-0.889999151,-2.383439591,0.408869047,13.156031,0,4,0,0
"bench_model_000272.yaml","full mamba","pedro_vtei.yaml",630098176,1742163,153956096,102592,16.30927277,41.06915617,-0.876262188,-2.288519617,0.455862477,13.116264,0,4,0,0
"bench_model_000016.yaml","full c2f","pedro_taf.yaml",3510196480,9596619,1215781120,965400,76.53786123,56.8191576,-0.331712246,-1.446252165,0.610452406,15.145107,0,0,4,0
"bench_model_000070.yaml","full c2f","pedro_taf.yaml",1970461440,6066531,747816960,1545664,69.14281106,57.93696475,-0.318745136,-1.762996705,0.59955226,14.760506,0,0,4,0
"bench_model_000092.yaml","full c2f","pedro_taf.yaml",3020849920,8884587,1454752000,3049496,74.22377717,62.55178237,-0.281641006,-1.990802108,0.599505937,15.076423,0,0,4,0
"bench_model_000120.yaml","full c2f","pedro_taf.yaml",1648161280,4957811,707307520,1524352,68.43705487,57.6647954,-0.30123353,-1.816173216,0.598043174,14.715737,0,0,4,0
"bench_model_000040.yaml","full c2f","pedro_taf.yaml",1799272960,4912187,593004800,474648,65.76320601,52.16596913,-0.319812059,-1.466238169,0.597657181,14.780088,0,0,4,0
"bench_model_000080.yaml","full c2f","pedro_taf.yaml",1689423360,4544051,749562880,1132096,58.82518196,57.37521434,-0.314506531,-1.681750372,0.594350185,14.69311,0,0,4,0
"bench_model_000650.yaml","full heterogeneous","pedro_taf.yaml",3835803392,9385615,1549590272,795356,51.42708457,54.38615274,-0.744408607,-2.004780621,0.597672837,14.453906,0,2,2,0
"bench_model_000108.yaml","full c2f","pedro_taf.yaml",1087704320,2932307,403153920,494608,65.47549951,51.17337799,-0.31920743,-1.507847465,0.588796574,14.515355,0,0,4,0
"bench_model_000098.yaml","full c2f","pedro_taf.yaml",2874092800,8628323,966338560,1463008,60.79682314,59.35612535,-0.302966833,-1.776900695,0.588363885,14.901348,0,0,4,0
"bench_model_000516.yaml","full heterogeneous","pedro_taf.yaml",3221595968,8613789,1324921408,1507226,85.10910249,57.64810562,-0.3589077,-1.696539198,0.586147313,14.903075,2,0,2,0
"bench_model_000054.yaml","full c2f","pedro_taf.yaml",3213662720,9880755,911447040,1198336,59.68821979,58.2700665,-0.314760685,-1.708877326,0.588099099,14.879946,0,0,4,0
"bench_model_000072.yaml","full c2f","pedro_taf.yaml",2251833600,6946915,1020008960,2400064,73.09790683,60.33913708,-0.317647934,-1.746518777,0.587776317,14.843758,0,0,4,0
"bench_model_000924.yaml","full heterogeneous","pedro_taf.yaml",2793896256,9160909,890570816,2012874,58.22674274,58.11250234,-0.315462112,-1.690063369,0.571740638,14.835022,1,0,2,1
"bench_model_000020.yaml","full c2f","pedro_taf.yaml",2461290240,7850251,903717120,2041784,57.3387785,60.54674172,-0.314138412,-1.854384218,0.585662345,14.781064,0,0,4,0
"bench_model_000084.yaml","full c2f","pedro_taf.yaml",1736304640,4652707,797923840,1247664,72.80848026,57.12963629,-0.301038265,-1.641927263,0.585280901,14.790161,0,0,4,0
"bench_model_000010.yaml","full c2f","pedro_taf.yaml",2653873920,8543475,750548480,1395440,77.38659739,57.22995329,-0.304251194,-1.636440485,0.584005133,14.856042,0,0,4,0
"bench_model_000762.yaml","full heterogeneous","pedro_taf.yaml",1438232320,4326047,504032000,929452,43.47918576,54.91567492,-0.403564692,-1.885210628,0.58229932,14.045479,0,2,2,0
"bench_model_000038.yaml","full c2f","pedro_taf.yaml",1827918080,5469363,613900800,1002256,71.68167496,55.61979008,-0.328968048,-1.583324475,0.58142333,14.661482,0,0,4,0
"bench_model_000826.yaml","full heterogeneous","pedro_taf.yaml",2793067520,7421079,1247311360,1674052,67.54081345,58.29675674,-0.407731533,-1.962830055,0.568547665,14.386445,1,1,2,0
"bench_model_000060.yaml","full c2f","pedro_taf.yaml",1866218240,6006971,913294080,2515144,65.28248286,60.22778153,-0.311312675,-1.963827805,0.580507928,14.847299,0,0,4,0
"bench_model_000028.yaml","full c2f","pedro_taf.yaml",2776602880,8782083,868858880,1637504,71.33932757,58.79750276,-0.339183092,-1.688733426,0.579726087,14.830161,0,0,4,0
"bench_model_000962.yaml","full heterogeneous","pedro_taf.yaml",2713809984,6524197,1493190464,2033794,90.6652317,58.25456882,-0.3836236,-1.771173589,0.57629249,14.310597,2,0,2,0
"bench_model_000912.yaml","full heterogeneous","pedro_taf.yaml",1328811776,3360235,644473856,930856,77.65505123,52.25164008,-0.446778297,-2.066994346,0.563884083,14.3007965,2,1,1,0
"bench_model_000980.yaml","full heterogeneous","pedro_taf.yaml",1875511552,4648459,943282432,1262616,61.24401402,55.61576009,-0.742074013,-2.0750186,0.579072357,13.842659,1,1,1,1
"bench_model_000026.yaml","full c2f","pedro_taf.yaml",2038284800,5649067,818233600,1155080,63.29746151,57.61967969,-0.300709009,-1.673002807,0.579049007,14.849805,0,0,4,0
"bench_model_000058.yaml","full c2f","pedro_taf.yaml",2855587840,8645171,1291115520,2793696,73.02637005,61.67183805,-0.297070026,-1.949504671,0.577550817,15.07288,0,0,4,0
"bench_model_000018.yaml","full c2f","pedro_taf.yaml",1836010240,6092419,613365760,1571552,73.4687382,56.92155766,-0.320322752,-1.759192479,0.577016152,14.640107,0,0,4,0
"bench_model_000062.yaml","full c2f","pedro_taf.yaml",1224412160,3401947,532675840,932248,64.6554482,54.65528512,-0.320956707,-1.674252921,0.576544907,14.653347,0,0,4,0
"bench_model_000048.yaml","full c2f","pedro_taf.yaml",800394240,2164851,316533760,496608,61.23013425,50.98656058,-0.310592175,-1.580668721,0.576417595,14.263678,0,0,4,0
"bench_model_000854.yaml","full heterogeneous","pedro_taf.yaml",1767418368,5422579,831500288,2025216,68.94231522,57.25229192,-0.364227295,-1.58662063,0.556475066,14.691512,1,0,2,1
"bench_model_000064.yaml","full c2f","pedro_taf.yaml",2536849920,8695883,632416000,1540936,72.90544033,56.93254685,-0.323722124,-1.752317736,0.575424637,14.743571,0,0,4,0
"bench_model_000858.yaml","full heterogeneous","pedro_taf.yaml",1413131776,4581723,923352576,2882760,111.4737234,55.61616969,-0.369395733,-1.908432516,0.555861625,13.804894,3,0,1,0
